Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
21/07/2019,2,26.95,26.95,-377.772
21/07/2019,3,27.31,27.31,-152.706
21/07/2019,4,27.31,27.31,-105.399
21/07/2019,5,25.77,25.77,-191.317
21/07/2019,6,25.77,25.77,-264.278
21/07/2019,7,24.06,24.06,-363.583
21/07/2019,8,24.06,24.06,-358.577
21/07/2019,9,25.56,25.56,-281.273
21/07/2019,10,25.56,25.56,-161.692
21/07/2019,11,25.42,25.42,-103.578
21/07/2019,12,25.42,25.42,-92.752
21/07/2019,13,46.99,46.99,23.419
21/07/2019,14,46.99,46.99,69.231
21/07/2019,15,26.45,26.45,-23.953
21/07/2019,16,46.99,46.99,140.146
21/07/2019,17,33.98754,33.98754,92.377
21/07/2019,18,58.99,58.99,307.029
21/07/2019,19,58.99,58.99,285.829
21/07/2019,20,58.99,58.99,278.005
21/07/2019,21,58.99,58.99,366.245
21/07/2019,22,58.99,58.99,292.784
21/07/2019,23,59.89,59.89,546.227
21/07/2019,24,58.99,58.99,472.316
21/07/2019,25,58.99,58.99,381.475
21/07/2019,26,53.75,53.75,81.044
21/07/2019,27,24.1,24.1,-166.548
21/07/2019,28,25,25,-264.199
21/07/2019,29,25,25,-193.602
21/07/2019,30,25,25,-118.737
21/07/2019,31,53,53,28.871
21/07/2019,32,25.55,25.55,-37.357
21/07/2019,33,53.5,53.5,179.112
21/07/2019,34,53.75,53.75,210.802
21/07/2019,35,31.2,31.2,-83.764
21/07/2019,36,31.2,31.2,-26.864
21/07/2019,37,36,36,-118.373
21/07/2019,38,36.03,36.03,-82.15
21/07/2019,39,36.36,36.36,-177.76
21/07/2019,40,40.52,40.52,-157.766
21/07/2019,41,53.5,53.5,90.075
21/07/2019,42,36.89,36.89,-24.06
21/07/2019,43,53.5,53.5,404.741
21/07/2019,44,53,53,197.755
21/07/2019,45,53,53,151.457
21/07/2019,46,23,23,-472.301
21/07/2019,47,30,30,-92.663
21/07/2019,48,25.27,25.27,-634.266
22/07/2019,1,5.59,5.59,-668.337
22/07/2019,2,4,4,-1029.266
22/07/2019,3,14.6,14.6,-666.235
22/07/2019,4,6,6,-772.625
22/07/2019,5,9.52,9.52,-620.917
22/07/2019,6,9.52,9.52,-599.188
22/07/2019,7,9.46,9.46,-405.373
22/07/2019,8,12.46,12.46,-148.612
22/07/2019,9,35.39,35.39,67.305
22/07/2019,10,35.51,35.51,110.704
22/07/2019,11,47.05,47.05,265.135
22/07/2019,12,49.5,49.5,366.925
22/07/2019,13,57,57,434.446
22/07/2019,14,53.5,53.5,163.359
22/07/2019,15,49.78,49.78,163.879
22/07/2019,16,57,57,503.376
22/07/2019,17,4,4,-194.603
22/07/2019,18,57.5,57.5,196.148
22/07/2019,19,55.2,55.2,76.034
22/07/2019,20,54,54,77.465
22/07/2019,21,32.64,32.64,-26.408
22/07/2019,22,25,25,-241.483
22/07/2019,23,25,25,-205.061
22/07/2019,24,25,25,-60.741
22/07/2019,25,53.5,53.5,224.28
22/07/2019,26,38.35,38.35,-61.455
22/07/2019,27,50.95,50.95,94.842
22/07/2019,28,50.95,50.95,4.697
22/07/2019,29,25,25,-143.187
22/07/2019,30,25,25,-319.067
22/07/2019,31,25,25,-611.582
22/07/2019,32,25,25,-244.775
22/07/2019,33,53.01,53.01,216.126
22/07/2019,34,51.42,51.42,28.151
22/07/2019,35,25.49823,25.49823,-97.706
22/07/2019,36,53.84,53.84,130.825
22/07/2019,37,26.05,26.05,-41.058
22/07/2019,38,55,55,86.192
22/07/2019,39,55.2,55.2,173.449
22/07/2019,40,27,27,-1.405
22/07/2019,41,26.05,26.05,-132.55
22/07/2019,42,26.05,26.05,-128.999
22/07/2019,43,55,55,225.607
22/07/2019,44,54.94,54.94,99.791
22/07/2019,45,42,42,79.806
22/07/2019,46,26.05,26.05,-275.515
22/07/2019,47,20,20,-584.979
22/07/2019,48,45,45,-388.601
23/07/2019,1,49.99,49.99,9.151
23/07/2019,2,29.34,29.34,-135.202
23/07/2019,3,32.89,32.89,-125.74
23/07/2019,4,33.08,33.08,-79.124
23/07/2019,5,32.53,32.53,-82.582
23/07/2019,6,32.15,32.15,-9.319
23/07/2019,7,33.64,33.64,-156.802
23/07/2019,8,26.11,26.11,-188.396
23/07/2019,9,25,25,-268.969
23/07/2019,10,30.16,30.16,-97.292
23/07/2019,11,37.01,37.01,-66.906
23/07/2019,12,35.99,35.99,-22.067
23/07/2019,13,55,55,224.335
23/07/2019,14,33.98,33.98,7.067
23/07/2019,15,58.4,58.4,171.842
23/07/2019,16,58.4,58.4,48.246
23/07/2019,17,29.02,29.02,-211.221
23/07/2019,18,29.03,29.03,-147.442
23/07/2019,19,26.5,26.5,-90.519
23/07/2019,20,25.51,25.51,-723.065
23/07/2019,21,20.55,20.55,-299.774
23/07/2019,22,29.03,29.03,-65.977
23/07/2019,23,29.03,29.03,-90.754
23/07/2019,24,29.03,29.03,-195.263
23/07/2019,25,29.03,29.03,-319.277
23/07/2019,26,29.12,29.12,-135.534
23/07/2019,27,52,52,53.828
23/07/2019,28,29.22,29.22,-20.642
23/07/2019,29,64,64,271.186
23/07/2019,30,30.5,30.5,-7.847
23/07/2019,31,29.14,29.14,-40.303
23/07/2019,32,29.13,29.13,-164.903
23/07/2019,33,79.55,79.55,10.787
23/07/2019,34,65,65,151.67
23/07/2019,35,80,80,212.755
23/07/2019,36,108,108,542.067
23/07/2019,37,73.5,73.5,214.256
23/07/2019,38,37.8,37.8,65.472
23/07/2019,39,73.5,73.5,214.489
23/07/2019,40,65,65,131.683
23/07/2019,41,73.5,73.5,155.084
23/07/2019,42,30.13,30.13,-143.179
23/07/2019,43,65,65,188.675
23/07/2019,44,65,65,202.591
23/07/2019,45,29.3,29.3,-341.488
23/07/2019,46,56,56,57.302
23/07/2019,47,55,55,630.323
23/07/2019,48,55,55,497.486
24/07/2019,1,40.92,40.92,331.738
24/07/2019,2,39.45008,39.45008,60.362
24/07/2019,3,39.87,39.87,222.899
24/07/2019,4,39.7,39.7,108.408
24/07/2019,5,30.5,30.5,-219.598
24/07/2019,6,30.5,30.5,-244.738
24/07/2019,7,27.5,27.5,-250.377
24/07/2019,8,49.95,49.95,212.336
24/07/2019,9,61.9,61.9,711.369
24/07/2019,10,61.9,61.9,985.034
24/07/2019,11,58,58,855.308
24/07/2019,12,49.95,49.95,457.169
24/07/2019,13,51.82,51.82,245.49
24/07/2019,14,33.98,33.98,13.019
24/07/2019,15,26.15,26.15,-56.981
24/07/2019,16,58.11,58.11,311.01
24/07/2019,17,78,78,395.967
24/07/2019,18,98,98,795.466
24/07/2019,19,94.5,94.5,827.483
24/07/2019,20,56,56,504.817
24/07/2019,21,55.32,55.32,546.198
24/07/2019,22,53.36,53.36,511.234
24/07/2019,23,52.33005,52.33005,418.286
24/07/2019,24,52.33005,52.33005,426.713
24/07/2019,25,56,56,479.862
24/07/2019,26,47,47,179.158
24/07/2019,27,48,48,182.032
24/07/2019,28,38,38,-19.758
24/07/2019,29,53,53,136.023
24/07/2019,30,38.25,38.25,-3.303
24/07/2019,31,64.1,64.1,57.283
24/07/2019,32,67.86,67.86,287.713
24/07/2019,33,38,38,-188.16
24/07/2019,34,68.54,68.54,61.31
24/07/2019,35,33,33,-86.922
24/07/2019,36,83.08,83.08,173.419
24/07/2019,37,88.73,88.73,228.058
24/07/2019,38,89.46,89.46,383.76
24/07/2019,39,95.29,95.29,574.733
24/07/2019,40,84.56,84.56,328.757
24/07/2019,41,68.16,68.16,7.67
24/07/2019,42,35,35,-12.636
24/07/2019,43,69.18,69.18,57.027
24/07/2019,44,69.56,69.56,196.587
24/07/2019,45,78.5,78.5,376.57
24/07/2019,46,54,54,75.888
24/07/2019,47,33,33,-2.411
24/07/2019,48,33,33,-29.352
25/07/2019,1,30.87,30.87,-92.846
25/07/2019,2,26.15,26.15,-416.246
25/07/2019,3,0,0,-367.948
25/07/2019,4,26.15,26.15,-339.351
25/07/2019,5,30,30,-101.944
25/07/2019,6,30,30,-178.899
25/07/2019,7,30.15,30.15,-13.666
25/07/2019,8,30.15,30.15,-81.228
25/07/2019,9,49.5,49.5,322.755
25/07/2019,10,49.49,49.49,318.472
25/07/2019,11,30.15,30.15,-255.309
25/07/2019,12,11,11,-955.304
25/07/2019,13,26.15,26.15,-1114.128
25/07/2019,14,30.15,30.15,-524.14
25/07/2019,15,30,30,-712.76
25/07/2019,16,30.85,30.85,-399.898
25/07/2019,17,30.85,30.85,-337.702
25/07/2019,18,75.96,75.96,67.656
25/07/2019,19,89.5,89.5,138.971
25/07/2019,20,49,49,106.883
25/07/2019,21,49,49,182.508
25/07/2019,22,49,49,26.117
25/07/2019,23,48.18,48.18,109.814
25/07/2019,24,33,33,-18.864
25/07/2019,25,47.75,47.75,70.85
25/07/2019,26,47.75,47.75,74.483
25/07/2019,27,50.693,50.693,81.306
25/07/2019,28,49.24,49.24,35.674
25/07/2019,29,53.29,53.29,310.043
25/07/2019,30,53.98,53.98,489.923
25/07/2019,31,60.9,60.9,238.653
25/07/2019,32,63,63,414.357
25/07/2019,33,86.05,86.05,403.189
25/07/2019,34,89.6,89.6,889.975
25/07/2019,35,101.44,101.44,880.588
25/07/2019,36,107.44,107.44,1038.2
25/07/2019,37,118.6,118.6,1507.881
25/07/2019,38,120,120,1530.266
25/07/2019,39,97.44,97.44,773.395
25/07/2019,40,94.11,94.11,509.235
25/07/2019,41,34,34,-99.497
25/07/2019,42,89,89,374.159
25/07/2019,43,85,85,200.818
25/07/2019,44,85,85,487.045
25/07/2019,45,75,75,488.591
25/07/2019,46,34,34,-86.05
25/07/2019,47,33,33,-236.422
25/07/2019,48,51,51,17.666
26/07/2019,1,30.99,30.99,-153.076
26/07/2019,2,51,51,100.369
26/07/2019,3,51,51,127.457
26/07/2019,4,31.28,31.28,-100.583
26/07/2019,5,10.5,10.5,-487.736
26/07/2019,6,10.5,10.5,-844.847
26/07/2019,7,10.5,10.5,-732.112
26/07/2019,8,31,31,-64.909
26/07/2019,9,49.5,49.5,466.17
26/07/2019,10,49,49,257.519
26/07/2019,11,31,31,-159.081
26/07/2019,12,31,31,-143.994
26/07/2019,13,60,60,513.522
26/07/2019,14,50.39,50.39,380.715
26/07/2019,15,54.51,54.51,475.949
26/07/2019,16,98,98,1075.207
26/07/2019,17,90,90,522.418
26/07/2019,18,100,100,790.16
26/07/2019,19,88.91181,88.91181,635.182
26/07/2019,20,88.5,88.5,435.354
26/07/2019,21,98,98,565.135
26/07/2019,22,88.5,88.5,337.993
26/07/2019,23,70,70,124.922
26/07/2019,24,70,70,54.585
26/07/2019,25,31.45,31.45,-272.509
26/07/2019,26,35,35,-23.518
26/07/2019,27,31.6,31.6,-235.784
26/07/2019,28,31.61,31.61,-195.679
26/07/2019,29,31.63,31.63,-161.44
26/07/2019,30,31.45,31.45,-609.512
26/07/2019,31,31.43,31.43,-830.389
26/07/2019,32,31.43,31.43,-849.266
26/07/2019,33,30.15,30.15,-1017.302
26/07/2019,34,31.45,31.45,-578.669
26/07/2019,35,31.64,31.64,-28.086
26/07/2019,36,85,85,283.241
26/07/2019,37,68,68,62.397
26/07/2019,38,31.66,31.66,-81.072
26/07/2019,39,75,75,116.189
26/07/2019,40,31.66,31.66,-48.146
26/07/2019,41,31.66,31.66,-128.191
26/07/2019,42,31.45,31.45,-136.798
26/07/2019,43,82,82,25.465
26/07/2019,44,31.66,31.66,-87.797
26/07/2019,45,31.70082,31.70082,-40.202
26/07/2019,46,31.66,31.66,-198.371
26/07/2019,47,31.66,31.66,-313.493
26/07/2019,48,31.7,31.7,-167.006
27/07/2019,1,31.7,31.7,-133.509
27/07/2019,2,31.66,31.66,-243.409
27/07/2019,3,29.96,29.96,-308.762
27/07/2019,4,29.96,29.96,-285.316
27/07/2019,5,30.45,30.45,-74.935
27/07/2019,6,49,49,129.521
27/07/2019,7,49.25,49.25,255.772
27/07/2019,8,47.9,47.9,59.982
27/07/2019,9,29.77,29.77,-96.931
27/07/2019,10,29.01,29.01,-308.354
27/07/2019,11,28.22,28.22,-454.319
27/07/2019,12,28.22,28.22,-446.365
27/07/2019,13,28,28,-487.855
27/07/2019,14,28.39,28.39,-581.572
27/07/2019,15,28.5,28.5,-515.134
27/07/2019,16,31.45,31.45,-72.606
27/07/2019,17,29.01,29.01,-374.629
27/07/2019,18,31.71,31.71,-79.063
27/07/2019,19,31.45,31.45,-139.857
27/07/2019,20,29.1,29.1,-148.519
27/07/2019,21,31.47,31.47,-55.41
27/07/2019,22,31.47,31.47,-19.906
27/07/2019,23,53.9,53.9,49.577
27/07/2019,24,53.9,53.9,145.264
27/07/2019,25,53.9,53.9,38.667
27/07/2019,26,52,52,58.837
27/07/2019,27,52,52,156.593
27/07/2019,28,52,52,453.048
27/07/2019,29,52,52,259.871
27/07/2019,30,29.51,29.51,-80.985
27/07/2019,31,50,50,53.922
27/07/2019,32,29.51,29.51,-167.574
27/07/2019,33,29.5,29.5,-201.208
27/07/2019,34,49.5,49.5,41.56
27/07/2019,35,30.11,30.11,-155.999
27/07/2019,36,50,50,126.035
27/07/2019,37,37.94256,37.94256,183.507
27/07/2019,38,49.75,49.75,297.545
27/07/2019,39,50.8,50.8,362.437
27/07/2019,40,39.40519,39.40519,117.818
27/07/2019,41,54.5,54.5,203.462
27/07/2019,42,52.98,52.98,111.587
27/07/2019,43,54.9,54.9,403.653
27/07/2019,44,60,60,477.967
27/07/2019,45,52.98,52.98,151.859
27/07/2019,46,50,50,103.414
27/07/2019,47,52.5,52.5,607.716
27/07/2019,48,52.5,52.5,609.748
28/07/2019,1,52.5,52.5,422.03
28/07/2019,2,49.95,49.95,227.519
28/07/2019,3,49.95,49.95,186.508
28/07/2019,4,49.93,49.93,9.775
28/07/2019,5,22,22,-130.352
28/07/2019,6,22,22,-196.621
28/07/2019,7,22.06,22.06,-6.353
28/07/2019,8,22,22,-63.996
28/07/2019,9,21.43,21.43,-80.388
28/07/2019,10,22,22,-26.261
28/07/2019,11,22,22,-22.409
28/07/2019,12,20.36,20.36,-56.367
28/07/2019,13,52.5,52.5,357.074
28/07/2019,14,59.95,59.95,325.584
28/07/2019,15,52.5,52.5,141.428
28/07/2019,16,52.5,52.5,214.222
28/07/2019,17,52.75,52.75,42.109
28/07/2019,18,55.5,55.5,275.933
28/07/2019,19,55.5,55.5,57.778
28/07/2019,20,26.59,26.59,-15.263
28/07/2019,21,55.5,55.5,56.861
28/07/2019,22,55.5,55.5,9.641
28/07/2019,23,29.81,29.81,-3.883
28/07/2019,24,55.5,55.5,10.311
28/07/2019,25,52,52,68.575
28/07/2019,26,50,50,159.428
28/07/2019,27,50,50,153.978
28/07/2019,28,24.31,24.31,-22.567
28/07/2019,29,22.7414,22.7414,-179.058
28/07/2019,30,50,50,48.022
28/07/2019,31,50,50,169.606
28/07/2019,32,50,50,299.492
28/07/2019,33,50,50,263.254
28/07/2019,34,40,40,94.751
28/07/2019,35,50,50,262.546
28/07/2019,36,55,55,399.644
28/07/2019,37,55.5,55.5,555.368
28/07/2019,38,55.5,55.5,544.332
28/07/2019,39,55.5,55.5,474.175
28/07/2019,40,55,55,222.716
28/07/2019,41,37.75,37.75,-13.713
28/07/2019,42,55,55,87.778
28/07/2019,43,50,50,40.217
28/07/2019,44,32.74,32.74,-254.814
28/07/2019,45,23.04,23.04,-491.446
28/07/2019,46,23,23,-581.403
28/07/2019,47,50,50,5.349
28/07/2019,48,29.37,29.37,-74.052
29/07/2019,1,28.28,28.28,-48.353
29/07/2019,2,27.87,27.87,-136.175
29/07/2019,3,25.79022,25.79022,-258.336
29/07/2019,4,27.17,27.17,-4.155
29/07/2019,5,50,50,74.31
29/07/2019,6,23.41,23.41,-116.878
29/07/2019,7,22.91,22.91,-162.871
29/07/2019,8,22.88,22.88,-242.408
29/07/2019,9,27.6,27.6,-266.533
29/07/2019,10,25.52,25.52,-368.398
29/07/2019,11,22,22,-181.697
29/07/2019,12,22,22,-232.552
29/07/2019,13,22.11,22.11,-201.377
29/07/2019,14,22.06,22.06,-378.15
29/07/2019,15,4,4,-862.678
29/07/2019,16,10.75,10.75,-589.778
29/07/2019,17,22,22,-555.299
29/07/2019,18,23,23,-342.709
29/07/2019,19,21.22,21.22,-485.178
29/07/2019,20,29.22,29.22,-270.788
29/07/2019,21,32.07,32.07,-79.779
29/07/2019,22,24,24,-321.371
29/07/2019,23,23.16,23.16,-552.338
29/07/2019,24,26.05,26.05,-357.662
29/07/2019,25,25.26,25.26,-303.791
29/07/2019,26,27.89,27.89,-118.965
29/07/2019,27,54,54,235.64
29/07/2019,28,52,52,30.276
29/07/2019,29,52,52,147.602
29/07/2019,30,52,52,98.581
29/07/2019,31,30,30,-62.637
29/07/2019,32,27.43022,27.43022,-148.97
29/07/2019,33,31.25,31.25,-21.682
29/07/2019,34,58,58,205.369
29/07/2019,35,68.5,68.5,245.268
29/07/2019,36,68.5,68.5,126.681
29/07/2019,37,34.25,34.25,-88.678
29/07/2019,38,34.25,34.25,-120.718
29/07/2019,39,68.5,68.5,20.251
29/07/2019,40,32.25,32.25,-80.775
29/07/2019,41,30,30,-271.925
29/07/2019,42,27.2913,27.2913,-620.506
29/07/2019,43,34.7,34.7,-331.425
29/07/2019,44,34.7,34.7,-233.407
29/07/2019,45,31.75,31.75,-96.321
29/07/2019,46,31.75,31.75,-146.992
29/07/2019,47,27.29,27.29,-68.29
29/07/2019,48,27.22,27.22,-120.558
30/07/2019,1,26,26,-96.058
30/07/2019,2,21.95,21.95,-488.897
30/07/2019,3,23.21,23.21,-336.429
30/07/2019,4,20.1,20.1,-417.225
30/07/2019,5,15.56,15.56,-243.867
30/07/2019,6,15.35,15.35,-276.008
30/07/2019,7,12.07,12.07,-353.649
30/07/2019,8,15,15,-393.374
30/07/2019,9,17.61,17.61,-222.964
30/07/2019,10,16,16,-257.45
30/07/2019,11,20.04,20.04,-211.512
30/07/2019,12,20.17013,20.17013,-177.034
30/07/2019,13,24.2,24.2,-74.513
30/07/2019,14,49.2,49.2,303.939
30/07/2019,15,25,25,-176.171
30/07/2019,16,24.2,24.2,-228.093
30/07/2019,17,30.2,30.2,-255.115
30/07/2019,18,33.16,33.16,-96.327
30/07/2019,19,24.68,24.68,-480.855
30/07/2019,20,25.7,25.7,-213.962
30/07/2019,21,58.5,58.5,28.925
30/07/2019,22,26.7,26.7,-30.764
30/07/2019,23,26.17,26.17,-25.332
30/07/2019,24,22.95,22.95,-90.767
30/07/2019,25,26.7,26.7,-82.126
30/07/2019,26,26.8,26.8,-36.528
30/07/2019,27,51.85,51.85,17.409
30/07/2019,28,26.8,26.8,-214.603
30/07/2019,29,26.8,26.8,-93.498
30/07/2019,30,23.08,23.08,-336.891
30/07/2019,31,26.95,26.95,-356.222
30/07/2019,32,26.96,26.96,-266.576
30/07/2019,33,26.95,26.95,-326.827
30/07/2019,34,27.03,27.03,-67.795
30/07/2019,35,27,27,-120.773
30/07/2019,36,52,52,138.392
30/07/2019,37,61.6,61.6,268.351
30/07/2019,38,52,52,148.1
30/07/2019,39,35.25,35.25,-1.679
30/07/2019,40,57,57,155.779
30/07/2019,41,54,54,259.369
30/07/2019,42,51.99,51.99,40.584
30/07/2019,43,65,65,575.653
30/07/2019,44,58,58,524.866
30/07/2019,45,31.02,31.02,-9.213
30/07/2019,46,26.98,26.98,-116.062
30/07/2019,47,27.12,27.12,-50.178
30/07/2019,48,52,52,265.791
31/07/2019,1,50.15,50.15,61.613
31/07/2019,2,26,26,-58.235
31/07/2019,3,50.15,50.15,48.251
31/07/2019,4,50.15,50.15,31.301
31/07/2019,5,18.67,18.67,-15.575
31/07/2019,6,50.15,50.15,31.886
31/07/2019,7,46,46,66.707
31/07/2019,8,18.4,18.4,-6.334
31/07/2019,9,18.23,18.23,-101.912
31/07/2019,10,18.23,18.23,-86.055
31/07/2019,11,19.64,19.64,-83.9
31/07/2019,12,50.15,50.15,67.749
31/07/2019,13,56,56,196.279
31/07/2019,14,26.6,26.6,-73.933
31/07/2019,15,22.2,22.2,-306.443
31/07/2019,16,26.9,26.9,-208.013
31/07/2019,17,27.8,27.8,-147.642
31/07/2019,18,57.5,57.5,172.621
31/07/2019,19,57.5,57.5,13.646
31/07/2019,20,57.5,57.5,31.185
31/07/2019,21,27.24,27.24,-22.024
31/07/2019,22,27.17764,27.17764,-82.892
31/07/2019,23,26.13006,26.13006,-202.469
31/07/2019,24,26.13006,26.13006,-172.237
31/07/2019,25,24.68,24.68,-119.615
31/07/2019,26,24.68,24.68,-167.684
31/07/2019,27,27.1,27.1,-61.298
31/07/2019,28,55,55,103.878
31/07/2019,29,55,55,51.858
31/07/2019,30,55,55,52.448
31/07/2019,31,26.95,26.95,-379.976
31/07/2019,32,27.16,27.16,-296.018
31/07/2019,33,27.6,27.6,-364.639
31/07/2019,34,27.6,27.6,-324.995
31/07/2019,35,35.5,35.5,-169.544
31/07/2019,36,54.95,54.95,18.937
31/07/2019,37,54.95,54.95,35.858
31/07/2019,38,36.5,36.5,-38.404
31/07/2019,39,27.33,27.33,-108.896
31/07/2019,40,27.33,27.33,-174.678
31/07/2019,41,27.57,27.57,-305.467
31/07/2019,42,38.2,38.2,-96.791
31/07/2019,43,37.67,37.67,-73.43
31/07/2019,44,53,53,106.601
31/07/2019,45,49.99,49.99,12.432
31/07/2019,46,33.92,33.92,-163.427
31/07/2019,47,32.85,32.85,-144.256
31/07/2019,48,33.17,33.17,-46.559
01/08/2019,1,31.52,31.52,-40.287
01/08/2019,2,34.12,34.12,-30.539
01/08/2019,3,48.9,48.9,186.169
01/08/2019,4,48.9,48.9,188.062
01/08/2019,5,49.95,49.95,160.311
01/08/2019,6,52,52,51.166
01/08/2019,7,41.13,41.13,-18.589
01/08/2019,8,26,26,-165.674
01/08/2019,9,29.32,29.32,-263.428
01/08/2019,10,29.89,29.89,-191.883
01/08/2019,11,32.02,32.02,-209.046
01/08/2019,12,31.63,31.63,-296.381
01/08/2019,13,26.9,26.9,-204.591
01/08/2019,14,10,10,-452.822
01/08/2019,15,20.09639,20.09639,-378.237
01/08/2019,16,26.7,26.7,-417.143
01/08/2019,17,110,110,213.694
01/08/2019,18,61.7,61.7,96.652
01/08/2019,19,29.25,29.25,-40.118
01/08/2019,20,22.2,22.2,-187.946
01/08/2019,21,78.5,78.5,62.169
01/08/2019,22,68,68,36.228
01/08/2019,23,35.08,35.08,-87.985
01/08/2019,24,53.98,53.98,36.559
01/08/2019,25,65,65,265.67
01/08/2019,26,78.5,78.5,98.26
01/08/2019,27,54.5,54.5,29.75
01/08/2019,28,50.5,50.5,11.508
01/08/2019,29,65,65,49.65
01/08/2019,30,65,65,33.72
01/08/2019,31,29.35,29.35,-104.944
01/08/2019,32,29.32,29.32,-328.618
01/08/2019,33,29.32,29.32,-644.534
01/08/2019,34,29.32,29.32,-456.067
01/08/2019,35,29.4,29.4,-293.322
01/08/2019,36,29.55,29.55,-319.262
01/08/2019,37,29.9,29.9,-93.036
01/08/2019,38,29.9,29.9,-55.024
01/08/2019,39,65,65,156.396
01/08/2019,40,30.05,30.05,-27.713
01/08/2019,41,30.05,30.05,-28.29
01/08/2019,42,29.93,29.93,-176.918
01/08/2019,43,55,55,46.253
01/08/2019,44,52.5,52.5,85.876
01/08/2019,45,55,55,247.167
01/08/2019,46,48,48,25.66
01/08/2019,47,64.5,64.5,163.914
01/08/2019,48,61,61,348.44
02/08/2019,1,47.65,47.65,7.86
02/08/2019,2,30.11,30.11,-289.037
02/08/2019,3,30.11,30.11,-222.939
02/08/2019,4,30.11,30.11,-225.195
02/08/2019,5,47.65,47.65,22
02/08/2019,6,29.53,29.53,-46.272
02/08/2019,7,25.55,25.55,-138.599
02/08/2019,8,25.55,25.55,-101.452
02/08/2019,9,27.07,27.07,-117.881
02/08/2019,10,37.37,37.37,-16.792
02/08/2019,11,47.65,47.65,165.49
02/08/2019,12,43.11,43.11,4.845
02/08/2019,13,53,53,284.296
02/08/2019,14,56.95,56.95,347.175
02/08/2019,15,61.75,61.75,295.519
02/08/2019,16,69.19,69.19,235.756
02/08/2019,17,56.95,56.95,85.072
02/08/2019,18,60.75,60.75,202.212
02/08/2019,19,60.75,60.75,167.187
02/08/2019,20,60.75,60.75,5.506
02/08/2019,21,40.5,40.5,-140.217
02/08/2019,22,40.5,40.5,-162.445
02/08/2019,23,60.75,60.75,9.344
02/08/2019,24,36.5,36.5,-32.65
02/08/2019,25,36.5,36.5,-5.183
02/08/2019,26,36.5,36.5,-109.222
02/08/2019,27,36.5,36.5,-18.637
02/08/2019,28,36.5,36.5,-66.208
02/08/2019,29,73.5,73.5,79.586
02/08/2019,30,73.5,73.5,122.515
02/08/2019,31,73.5,73.5,143.182
02/08/2019,32,65,65,27.517
02/08/2019,33,40,40,32.556
02/08/2019,34,65,65,120.633
02/08/2019,35,65,65,116.5
02/08/2019,36,65,65,182.652
02/08/2019,37,65,65,160.333
02/08/2019,38,65,65,222.173
02/08/2019,39,65,65,90.277
02/08/2019,40,65,65,28.942
02/08/2019,41,34.3,34.3,-31.486
02/08/2019,42,33.6,33.6,-160.212
02/08/2019,43,61,61,135.881
02/08/2019,44,53,53,94.378
02/08/2019,45,37.8,37.8,42.259
02/08/2019,46,52,52,59.736
02/08/2019,47,53,53,375.999
02/08/2019,48,53,53,218.044
03/08/2019,1,32.16,32.16,-42.751
03/08/2019,2,32.16,32.16,-37.649
03/08/2019,3,30.62,30.62,-124.637
03/08/2019,4,30.65,30.65,-119.436
03/08/2019,5,30.65,30.65,-97.067
03/08/2019,6,30.53,30.53,-221.057
03/08/2019,7,29.32,29.32,-198.3
03/08/2019,8,30.54,30.54,-187.733
03/08/2019,9,30.65,30.65,-85.6
03/08/2019,10,30.65,30.65,-124.098
03/08/2019,11,30.66,30.66,-24.384
03/08/2019,12,30.65,30.65,-41.348
03/08/2019,13,30.53,30.53,-263.074
03/08/2019,14,30.65,30.65,-221.863
03/08/2019,15,32.98,32.98,-128.219
03/08/2019,16,33.06,33.06,-72.884
03/08/2019,17,32.74,32.74,-196.31
03/08/2019,18,52.7,52.7,4.681
03/08/2019,19,53,53,20.076
03/08/2019,20,53,53,1.493
03/08/2019,21,53,53,19.627
03/08/2019,22,30.32,30.32,-132.208
03/08/2019,23,27.31,27.31,-289.033
03/08/2019,24,27.03,27.03,-480.118
03/08/2019,25,24.64,24.64,-485.527
03/08/2019,26,25.01,25.01,-276.056
03/08/2019,27,29.8,29.8,-140.526
03/08/2019,28,51,51,145.359
03/08/2019,29,51,51,95.151
03/08/2019,30,51,51,83.367
03/08/2019,31,30.71,30.71,-105.418
03/08/2019,32,29.8,29.8,-80.806
03/08/2019,33,60,60,40.573
03/08/2019,34,60,60,150.287
03/08/2019,35,59.95,59.95,15.458
03/08/2019,36,60,60,129.541
03/08/2019,37,60,60,224.086
03/08/2019,38,60,60,185.675
03/08/2019,39,53,53,132.811
03/08/2019,40,53,53,121.961
03/08/2019,41,53,53,109.142
03/08/2019,42,53,53,73.898
03/08/2019,43,53,53,178.311
03/08/2019,44,53,53,230.02
03/08/2019,45,53,53,155.962
03/08/2019,46,49,49,38.449
03/08/2019,47,49,49,176.59
03/08/2019,48,50.5,50.5,181.4
04/08/2019,1,31.14,31.14,-112.485
04/08/2019,2,30.95,30.95,-168.13
04/08/2019,3,30.95,30.95,-190.071
04/08/2019,4,30.98,30.98,-141.468
04/08/2019,5,31.15,31.15,-10.385
04/08/2019,6,30.98,30.98,-196.638
04/08/2019,7,31.15,31.15,-37.032
04/08/2019,8,31.2,31.2,-29.096
04/08/2019,9,27.95,27.95,-95.797
04/08/2019,10,31.2,31.2,-29.402
04/08/2019,11,33.89,33.89,111.94
04/08/2019,12,34.19,34.19,0.793
