Settlement Date,Settlement Period,Market Index Data Provider Id,Market Index Volume (MWh),Market Index Price
11/04/2016,20,N2EXMIDP,0,0
11/04/2016,21,APXMIDP ,573.6,29.75
11/04/2016,21,N2EXMIDP,0,0
11/04/2016,22,APXMIDP ,606.45,29.18
11/04/2016,22,N2EXMIDP,0,0
11/04/2016,23,APXMIDP ,0,0
11/04/2016,23,N2EXMIDP,0,0
11/04/2016,24,APXMIDP ,153.65,24.38
11/04/2016,24,N2EXMIDP,0,0
11/04/2016,25,APXMIDP ,294.25,24.74
11/04/2016,25,N2EXMIDP,175,25
11/04/2016,26,APXMIDP ,369.8,24.56
11/04/2016,26,N2EXMIDP,175,25
11/04/2016,27,APXMIDP ,601.7,24.66
11/04/2016,27,N2EXMIDP,150,24
11/04/2016,28,APXMIDP ,579.95,24.39
11/04/2016,28,N2EXMIDP,150,24
11/04/2016,29,APXMIDP ,584.05,24.5
11/04/2016,29,N2EXMIDP,150,25
11/04/2016,30,APXMIDP ,547.7,24.58
11/04/2016,30,N2EXMIDP,150,25
11/04/2016,31,APXMIDP ,834.3,26.81
11/04/2016,31,N2EXMIDP,0,0
11/04/2016,32,APXMIDP ,813.8,27.58
11/04/2016,32,N2EXMIDP,0,0
11/04/2016,33,APXMIDP ,735.9,29.52
11/04/2016,33,N2EXMIDP,0,0
11/04/2016,34,APXMIDP ,601.8,46.38
11/04/2016,34,N2EXMIDP,0,0
11/04/2016,35,APXMIDP ,662.9,45.68
11/04/2016,35,N2EXMIDP,0,0
11/04/2016,36,APXMIDP ,678.35,46.49
11/04/2016,36,N2EXMIDP,0,0
11/04/2016,37,APXMIDP ,685.6,49.05
11/04/2016,37,N2EXMIDP,0,0
11/04/2016,38,APXMIDP ,750.55,50.58
11/04/2016,38,N2EXMIDP,0,0
11/04/2016,39,APXMIDP ,482.2,48.83
11/04/2016,39,N2EXMIDP,0,0
11/04/2016,40,APXMIDP ,492.55,50.53
11/04/2016,40,N2EXMIDP,0,0
11/04/2016,41,APXMIDP ,555.45,52.26
11/04/2016,41,N2EXMIDP,0,0
11/04/2016,42,APXMIDP ,614.9,51.9
11/04/2016,42,N2EXMIDP,0,0
11/04/2016,43,APXMIDP ,1026.7,36.31
11/04/2016,43,N2EXMIDP,0,0
11/04/2016,44,APXMIDP ,802.45,30.58
11/04/2016,44,N2EXMIDP,0,0
11/04/2016,45,APXMIDP ,812.85,29.71
11/04/2016,45,N2EXMIDP,0,0
11/04/2016,46,APXMIDP ,979.1,28.32
11/04/2016,46,N2EXMIDP,0,0
11/04/2016,47,APXMIDP ,417.7,27.65
11/04/2016,47,N2EXMIDP,0,0
11/04/2016,48,APXMIDP ,631.4,27.1
11/04/2016,48,N2EXMIDP,0,0
12/04/2016,1,APXMIDP ,540.8,27.2
12/04/2016,1,N2EXMIDP,0,0
12/04/2016,2,APXMIDP ,411.55,25.1
12/04/2016,2,N2EXMIDP,0,0
12/04/2016,3,APXMIDP ,608.3,26.98
12/04/2016,3,N2EXMIDP,0,0
12/04/2016,4,APXMIDP ,549,27.7
12/04/2016,4,N2EXMIDP,0,0
12/04/2016,5,APXMIDP ,607,27.69
12/04/2016,5,N2EXMIDP,0,0
12/04/2016,6,APXMIDP ,738.5,27.58
12/04/2016,6,N2EXMIDP,0,0
12/04/2016,7,APXMIDP ,771,26.74
12/04/2016,7,N2EXMIDP,0,0
12/04/2016,8,APXMIDP ,611.5,26.82
12/04/2016,8,N2EXMIDP,0,0
12/04/2016,9,APXMIDP ,608.35,26.48
12/04/2016,9,N2EXMIDP,0,0
12/04/2016,10,APXMIDP ,511.5,25.88
12/04/2016,10,N2EXMIDP,0,0
12/04/2016,11,APXMIDP ,272.5,27.5
12/04/2016,11,N2EXMIDP,0,0
12/04/2016,12,APXMIDP ,285.7,25.33
12/04/2016,12,N2EXMIDP,0,0
12/04/2016,13,APXMIDP ,429.8,26.44
12/04/2016,13,N2EXMIDP,0,0
12/04/2016,14,APXMIDP ,1084.2,29.37
12/04/2016,14,N2EXMIDP,0,0
12/04/2016,15,APXMIDP ,658.55,29.53
12/04/2016,15,N2EXMIDP,0,0
12/04/2016,16,APXMIDP ,421.2,34.51
12/04/2016,16,N2EXMIDP,0,0
12/04/2016,17,APXMIDP ,255.55,36.59
12/04/2016,17,N2EXMIDP,0,0
12/04/2016,18,APXMIDP ,429.85,36.44
12/04/2016,18,N2EXMIDP,0,0
12/04/2016,19,APXMIDP ,419,40.24
12/04/2016,19,N2EXMIDP,0,0
12/04/2016,20,APXMIDP ,483.35,37.89
12/04/2016,20,N2EXMIDP,0,0
12/04/2016,21,APXMIDP ,603,29.32
12/04/2016,21,N2EXMIDP,0,0
12/04/2016,22,APXMIDP ,699.3,26.34
12/04/2016,22,N2EXMIDP,0,0
12/04/2016,23,APXMIDP ,830.3,26.09
12/04/2016,23,N2EXMIDP,0,0
12/04/2016,24,APXMIDP ,834.6,26.19
12/04/2016,24,N2EXMIDP,0,0
12/04/2016,25,APXMIDP ,677.35,26.31
12/04/2016,25,N2EXMIDP,0,0
12/04/2016,26,APXMIDP ,741.6,26.27
12/04/2016,26,N2EXMIDP,0,0
12/04/2016,27,APXMIDP ,731.6,25.55
12/04/2016,27,N2EXMIDP,0,0
12/04/2016,28,APXMIDP ,744.2,25.49
12/04/2016,28,N2EXMIDP,0,0
12/04/2016,29,APXMIDP ,789.2,25.79
12/04/2016,29,N2EXMIDP,0,0
12/04/2016,30,APXMIDP ,907.6,25.65
12/04/2016,30,N2EXMIDP,0,0
12/04/2016,31,APXMIDP ,633.25,26.32
12/04/2016,31,N2EXMIDP,0,0
12/04/2016,32,APXMIDP ,509.7,27.86
12/04/2016,32,N2EXMIDP,0,0
12/04/2016,33,APXMIDP ,510.05,29.99
12/04/2016,33,N2EXMIDP,0,0
12/04/2016,34,APXMIDP ,494.7,44.7
12/04/2016,34,N2EXMIDP,0,0
12/04/2016,35,APXMIDP ,651,44.14
12/04/2016,35,N2EXMIDP,0,0
12/04/2016,36,APXMIDP ,670.8,44.18
12/04/2016,36,N2EXMIDP,0,0
12/04/2016,37,APXMIDP ,717.7,43.05
12/04/2016,37,N2EXMIDP,0,0
12/04/2016,38,APXMIDP ,533.6,45.2
12/04/2016,38,N2EXMIDP,0,0
12/04/2016,39,APXMIDP ,664.25,43.71
12/04/2016,39,N2EXMIDP,0,0
12/04/2016,40,APXMIDP ,554.3,43.01
12/04/2016,40,N2EXMIDP,0,0
12/04/2016,41,APXMIDP ,333.3,51.99
12/04/2016,41,N2EXMIDP,0,0
12/04/2016,42,APXMIDP ,398.75,58.27
12/04/2016,42,N2EXMIDP,0,0
12/04/2016,43,APXMIDP ,447.6,44
12/04/2016,43,N2EXMIDP,0,0
12/04/2016,44,APXMIDP ,323.2,34.38
12/04/2016,44,N2EXMIDP,0,0
12/04/2016,45,APXMIDP ,354.95,28.36
12/04/2016,45,N2EXMIDP,0,0
12/04/2016,46,APXMIDP ,698.2,26.89
12/04/2016,46,N2EXMIDP,0,0
12/04/2016,47,APXMIDP ,388.7,27.29
12/04/2016,47,N2EXMIDP,0,0
12/04/2016,48,APXMIDP ,565.55,24.9
12/04/2016,48,N2EXMIDP,0,0
13/04/2016,1,APXMIDP ,343.2,25.35
13/04/2016,1,N2EXMIDP,0,0
13/04/2016,2,APXMIDP ,240.95,26.18
13/04/2016,2,N2EXMIDP,0,0
13/04/2016,3,APXMIDP ,274.6,26.9
13/04/2016,3,N2EXMIDP,0,0
13/04/2016,4,APXMIDP ,263.5,27.87
13/04/2016,4,N2EXMIDP,0,0
13/04/2016,5,APXMIDP ,447.9,27.12
13/04/2016,5,N2EXMIDP,0,0
13/04/2016,6,APXMIDP ,355.15,26.67
13/04/2016,6,N2EXMIDP,0,0
13/04/2016,7,APXMIDP ,374.55,26.31
13/04/2016,7,N2EXMIDP,0,0
13/04/2016,8,APXMIDP ,306.25,24.78
13/04/2016,8,N2EXMIDP,0,0
13/04/2016,9,APXMIDP ,293.15,24.48
13/04/2016,9,N2EXMIDP,0,0
13/04/2016,10,APXMIDP ,280.45,24.67
13/04/2016,10,N2EXMIDP,0,0
13/04/2016,11,APXMIDP ,551.5,26.04
13/04/2016,11,N2EXMIDP,0,0
13/04/2016,12,APXMIDP ,1013.3,24.79
13/04/2016,12,N2EXMIDP,0,0
13/04/2016,13,APXMIDP ,1134.2,26.64
13/04/2016,13,N2EXMIDP,0,0
13/04/2016,14,APXMIDP ,1187,27.96
13/04/2016,14,N2EXMIDP,0,0
13/04/2016,15,APXMIDP ,463.5,34.51
13/04/2016,15,N2EXMIDP,0,0
13/04/2016,16,APXMIDP ,404.95,43.44
13/04/2016,16,N2EXMIDP,0,0
13/04/2016,17,APXMIDP ,459.55,50.2
13/04/2016,17,N2EXMIDP,0,0
13/04/2016,18,APXMIDP ,388.35,46.27
13/04/2016,18,N2EXMIDP,0,0
13/04/2016,19,APXMIDP ,513.65,46.17
13/04/2016,19,N2EXMIDP,0,0
13/04/2016,20,APXMIDP ,586.35,41.66
13/04/2016,20,N2EXMIDP,0,0
13/04/2016,21,APXMIDP ,591.2,35.94
13/04/2016,21,N2EXMIDP,0,0
13/04/2016,22,APXMIDP ,674.25,33.28
13/04/2016,22,N2EXMIDP,0,0
13/04/2016,23,APXMIDP ,851.65,25.99
13/04/2016,23,N2EXMIDP,0,0
13/04/2016,24,APXMIDP ,927.4,25.6
13/04/2016,24,N2EXMIDP,0,0
13/04/2016,25,APXMIDP ,920.35,25.41
13/04/2016,25,N2EXMIDP,0,0
13/04/2016,26,APXMIDP ,893.25,25.32
13/04/2016,26,N2EXMIDP,0,0
13/04/2016,27,APXMIDP ,854.8,25.18
13/04/2016,27,N2EXMIDP,0,0
13/04/2016,28,APXMIDP ,927.25,25.08
13/04/2016,28,N2EXMIDP,0,0
13/04/2016,29,APXMIDP ,939.85,25.09
13/04/2016,29,N2EXMIDP,0,0
13/04/2016,30,APXMIDP ,907.8,25.13
13/04/2016,30,N2EXMIDP,0,0
13/04/2016,31,APXMIDP ,782.75,27.32
13/04/2016,31,N2EXMIDP,0,0
13/04/2016,32,APXMIDP ,714.8,27.38
13/04/2016,32,N2EXMIDP,0,0
13/04/2016,33,APXMIDP ,633.45,27.8
13/04/2016,33,N2EXMIDP,0,0
13/04/2016,34,APXMIDP ,723.95,27.61
13/04/2016,34,N2EXMIDP,0,0
13/04/2016,35,APXMIDP ,451.65,30.03
13/04/2016,35,N2EXMIDP,0,0
13/04/2016,36,APXMIDP ,407.45,30.6
13/04/2016,36,N2EXMIDP,0,0
13/04/2016,37,APXMIDP ,419.6,30.66
13/04/2016,37,N2EXMIDP,0,0
13/04/2016,38,APXMIDP ,453.15,33.52
13/04/2016,38,N2EXMIDP,0,0
13/04/2016,39,APXMIDP ,491.65,33.89
13/04/2016,39,N2EXMIDP,0,0
13/04/2016,40,APXMIDP ,440.3,35.52
13/04/2016,40,N2EXMIDP,0,0
13/04/2016,41,APXMIDP ,529.35,41.47
13/04/2016,41,N2EXMIDP,0,0
13/04/2016,42,APXMIDP ,462.7,42.51
13/04/2016,42,N2EXMIDP,0,0
13/04/2016,43,APXMIDP ,459.8,35.2
13/04/2016,43,N2EXMIDP,0,0
13/04/2016,44,APXMIDP ,312.45,29.9
13/04/2016,44,N2EXMIDP,0,0
13/04/2016,45,APXMIDP ,792.85,28.15
13/04/2016,45,N2EXMIDP,0,0
13/04/2016,46,APXMIDP ,1278,26.92
13/04/2016,46,N2EXMIDP,0,0
13/04/2016,47,APXMIDP ,463.3,28.9
13/04/2016,47,N2EXMIDP,0,0
13/04/2016,48,APXMIDP ,235.35,26.16
13/04/2016,48,N2EXMIDP,0,0
14/04/2016,1,APXMIDP ,296.05,28.75
14/04/2016,1,N2EXMIDP,0,0
14/04/2016,2,APXMIDP ,118.5,24.95
14/04/2016,2,N2EXMIDP,0,0
14/04/2016,3,APXMIDP ,408.1,26.23
14/04/2016,3,N2EXMIDP,0,0
14/04/2016,4,APXMIDP ,227,27.68
14/04/2016,4,N2EXMIDP,0,0
14/04/2016,5,APXMIDP ,387.85,27.59
14/04/2016,5,N2EXMIDP,0,0
14/04/2016,6,APXMIDP ,200.55,28.15
14/04/2016,6,N2EXMIDP,0,0
14/04/2016,7,APXMIDP ,84.5,27.05
14/04/2016,7,N2EXMIDP,0,0
14/04/2016,8,APXMIDP ,164.4,26.72
14/04/2016,8,N2EXMIDP,0,0
14/04/2016,9,APXMIDP ,139.5,25.79
14/04/2016,9,N2EXMIDP,0,0
14/04/2016,10,APXMIDP ,196.75,25.92
14/04/2016,10,N2EXMIDP,0,0
14/04/2016,11,APXMIDP ,123.75,26.11
14/04/2016,11,N2EXMIDP,0,0
14/04/2016,12,APXMIDP ,391,26.77
14/04/2016,12,N2EXMIDP,0,0
14/04/2016,13,APXMIDP ,413.5,27.13
14/04/2016,13,N2EXMIDP,0,0
14/04/2016,14,APXMIDP ,579,29.61
14/04/2016,14,N2EXMIDP,0,0
14/04/2016,15,APXMIDP ,507.15,31.86
14/04/2016,15,N2EXMIDP,0,0
14/04/2016,16,APXMIDP ,551.9,32.95
14/04/2016,16,N2EXMIDP,0,0
14/04/2016,17,APXMIDP ,412.5,42.85
14/04/2016,17,N2EXMIDP,0,0
14/04/2016,18,APXMIDP ,421.85,43.73
14/04/2016,18,N2EXMIDP,0,0
14/04/2016,19,APXMIDP ,389.75,42.89
14/04/2016,19,N2EXMIDP,0,0
14/04/2016,20,APXMIDP ,466.55,43.19
14/04/2016,20,N2EXMIDP,0,0
14/04/2016,21,APXMIDP ,405.6,40.41
14/04/2016,21,N2EXMIDP,0,0
14/04/2016,22,APXMIDP ,457.9,37.32
14/04/2016,22,N2EXMIDP,0,0
14/04/2016,23,APXMIDP ,588.85,26.74
14/04/2016,23,N2EXMIDP,0,0
14/04/2016,24,APXMIDP ,585.4,26.65
14/04/2016,24,N2EXMIDP,0,0
14/04/2016,25,APXMIDP ,621.25,26.49
14/04/2016,25,N2EXMIDP,0,0
14/04/2016,26,APXMIDP ,667.55,26.24
14/04/2016,26,N2EXMIDP,0,0
14/04/2016,27,APXMIDP ,639.65,26.04
14/04/2016,27,N2EXMIDP,0,0
14/04/2016,28,APXMIDP ,640.95,26.01
14/04/2016,28,N2EXMIDP,0,0
14/04/2016,29,APXMIDP ,648.25,26.13
14/04/2016,29,N2EXMIDP,0,0
14/04/2016,30,APXMIDP ,723.45,26.3
14/04/2016,30,N2EXMIDP,0,0
14/04/2016,31,APXMIDP ,500.8,33.22
14/04/2016,31,N2EXMIDP,0,0
14/04/2016,32,APXMIDP ,493.5,34.14
14/04/2016,32,N2EXMIDP,0,0
14/04/2016,33,APXMIDP ,502.45,38.48
14/04/2016,33,N2EXMIDP,0,0
14/04/2016,34,APXMIDP ,492.75,42.38
14/04/2016,34,N2EXMIDP,0,0
14/04/2016,35,APXMIDP ,528.3,48.24
14/04/2016,35,N2EXMIDP,0,0
14/04/2016,36,APXMIDP ,618.75,54.83
14/04/2016,36,N2EXMIDP,0,0
14/04/2016,37,APXMIDP ,663.7,51.74
14/04/2016,37,N2EXMIDP,0,0
14/04/2016,38,APXMIDP ,668.45,48.73
14/04/2016,38,N2EXMIDP,0,0
14/04/2016,39,APXMIDP ,596.2,47.42
14/04/2016,39,N2EXMIDP,0,0
14/04/2016,40,APXMIDP ,708,48.75
14/04/2016,40,N2EXMIDP,0,0
14/04/2016,41,APXMIDP ,606.35,59.4
14/04/2016,41,N2EXMIDP,0,0
14/04/2016,42,APXMIDP ,566,53.68
14/04/2016,42,N2EXMIDP,0,0
14/04/2016,43,APXMIDP ,623.5,42.76
14/04/2016,43,N2EXMIDP,0,0
14/04/2016,44,APXMIDP ,432.95,34.84
14/04/2016,44,N2EXMIDP,0,0
14/04/2016,45,APXMIDP ,881.55,31.73
14/04/2016,45,N2EXMIDP,0,0
14/04/2016,46,APXMIDP ,828.65,30.65
14/04/2016,46,N2EXMIDP,0,0
14/04/2016,47,APXMIDP ,404.05,29.86
14/04/2016,47,N2EXMIDP,0,0
14/04/2016,48,APXMIDP ,192.8,26.14
14/04/2016,48,N2EXMIDP,0,0
15/04/2016,1,APXMIDP ,136.45,28.11
15/04/2016,1,N2EXMIDP,0,0
15/04/2016,2,APXMIDP ,318,26.04
15/04/2016,2,N2EXMIDP,0,0
15/04/2016,3,APXMIDP ,415,27.07
15/04/2016,3,N2EXMIDP,0,0
15/04/2016,4,APXMIDP ,388,29.44
15/04/2016,4,N2EXMIDP,0,0
15/04/2016,5,APXMIDP ,454.5,28.26
15/04/2016,5,N2EXMIDP,0,0
15/04/2016,6,APXMIDP ,417.75,27.41
15/04/2016,6,N2EXMIDP,0,0
15/04/2016,7,APXMIDP ,246.3,28.79
15/04/2016,7,N2EXMIDP,0,0
15/04/2016,8,APXMIDP ,120.2,28.41
15/04/2016,8,N2EXMIDP,0,0
15/04/2016,9,APXMIDP ,189.35,27.65
15/04/2016,9,N2EXMIDP,0,0
15/04/2016,10,APXMIDP ,175.55,27.77
15/04/2016,10,N2EXMIDP,0,0
15/04/2016,11,APXMIDP ,240.5,26.93
15/04/2016,11,N2EXMIDP,0,0
15/04/2016,12,APXMIDP ,289.5,27.66
15/04/2016,12,N2EXMIDP,0,0
15/04/2016,13,APXMIDP ,304.85,28.07
15/04/2016,13,N2EXMIDP,0,0
15/04/2016,14,APXMIDP ,678.1,28.74
15/04/2016,14,N2EXMIDP,0,0
15/04/2016,15,APXMIDP ,295,30.72
15/04/2016,15,N2EXMIDP,0,0
15/04/2016,16,APXMIDP ,274.85,45.34
15/04/2016,16,N2EXMIDP,0,0
15/04/2016,17,APXMIDP ,473,47.91
15/04/2016,17,N2EXMIDP,0,0
15/04/2016,18,APXMIDP ,333.1,49.53
15/04/2016,18,N2EXMIDP,0,0
15/04/2016,19,APXMIDP ,299.8,61.12
15/04/2016,19,N2EXMIDP,0,0
15/04/2016,20,APXMIDP ,209,62.03
15/04/2016,20,N2EXMIDP,0,0
15/04/2016,21,APXMIDP ,474.3,65.75
15/04/2016,21,N2EXMIDP,0,0
15/04/2016,22,APXMIDP ,486.2,55.03
15/04/2016,22,N2EXMIDP,0,0
15/04/2016,23,APXMIDP ,465.95,60.33
15/04/2016,23,N2EXMIDP,0,0
15/04/2016,24,APXMIDP ,500.75,60.18
15/04/2016,24,N2EXMIDP,0,0
15/04/2016,25,APXMIDP ,659.2,53.8
15/04/2016,25,N2EXMIDP,0,0
15/04/2016,26,APXMIDP ,777.8,47.9
15/04/2016,26,N2EXMIDP,0,0
15/04/2016,27,APXMIDP ,765.25,38.51
15/04/2016,27,N2EXMIDP,0,0
15/04/2016,28,APXMIDP ,581.4,40.57
15/04/2016,28,N2EXMIDP,0,0
15/04/2016,29,APXMIDP ,694.5,36.75
15/04/2016,29,N2EXMIDP,0,0
15/04/2016,30,APXMIDP ,819.45,34.96
15/04/2016,30,N2EXMIDP,0,0
15/04/2016,31,APXMIDP ,652.55,33.05
15/04/2016,31,N2EXMIDP,0,0
15/04/2016,32,APXMIDP ,633.5,32.65
15/04/2016,32,N2EXMIDP,0,0
15/04/2016,33,APXMIDP ,457.6,35.29
15/04/2016,33,N2EXMIDP,0,0
15/04/2016,34,APXMIDP ,646.75,33.57
15/04/2016,34,N2EXMIDP,0,0
15/04/2016,35,APXMIDP ,561.35,39.33
15/04/2016,35,N2EXMIDP,0,0
15/04/2016,36,APXMIDP ,580.35,41.24
15/04/2016,36,N2EXMIDP,0,0
15/04/2016,37,APXMIDP ,678.95,43.58
15/04/2016,37,N2EXMIDP,0,0
15/04/2016,38,APXMIDP ,693.9,43.7
15/04/2016,38,N2EXMIDP,0,0
15/04/2016,39,APXMIDP ,484.7,47.72
15/04/2016,39,N2EXMIDP,0,0
15/04/2016,40,APXMIDP ,581.65,47.95
15/04/2016,40,N2EXMIDP,0,0
15/04/2016,41,APXMIDP ,632.9,50.86
15/04/2016,41,N2EXMIDP,0,0
15/04/2016,42,APXMIDP ,551.9,51.25
15/04/2016,42,N2EXMIDP,0,0
15/04/2016,43,APXMIDP ,569,42.98
15/04/2016,43,N2EXMIDP,0,0
15/04/2016,44,APXMIDP ,450,38.39
15/04/2016,44,N2EXMIDP,0,0
15/04/2016,45,APXMIDP ,731,29.71
15/04/2016,45,N2EXMIDP,0,0
15/04/2016,46,APXMIDP ,1032.5,28.25
15/04/2016,46,N2EXMIDP,0,0
15/04/2016,47,APXMIDP ,489.5,34.37
15/04/2016,47,N2EXMIDP,0,0
15/04/2016,48,APXMIDP ,286.5,32.71
15/04/2016,48,N2EXMIDP,0,0
16/04/2016,1,APXMIDP ,144,35.49
16/04/2016,1,N2EXMIDP,0,0
16/04/2016,2,APXMIDP ,269.5,35.96
16/04/2016,2,N2EXMIDP,0,0
16/04/2016,3,APXMIDP ,210.3,35.28
16/04/2016,3,N2EXMIDP,0,0
16/04/2016,4,APXMIDP ,153.45,35.97
16/04/2016,4,N2EXMIDP,0,0
16/04/2016,5,APXMIDP ,147.8,35.41
16/04/2016,5,N2EXMIDP,0,0
16/04/2016,6,APXMIDP ,245.15,34.81
16/04/2016,6,N2EXMIDP,0,0
16/04/2016,7,APXMIDP ,256.7,33.94
16/04/2016,7,N2EXMIDP,0,0
16/04/2016,8,APXMIDP ,214.45,31.12
16/04/2016,8,N2EXMIDP,0,0
16/04/2016,9,APXMIDP ,281.85,29.9
16/04/2016,9,N2EXMIDP,0,0
16/04/2016,10,APXMIDP ,200.5,29.02
16/04/2016,10,N2EXMIDP,0,0
16/04/2016,11,APXMIDP ,204.1,28.77
16/04/2016,11,N2EXMIDP,0,0
16/04/2016,12,APXMIDP ,235.15,28.62
16/04/2016,12,N2EXMIDP,0,0
16/04/2016,13,APXMIDP ,400.3,28.93
16/04/2016,13,N2EXMIDP,0,0
16/04/2016,14,APXMIDP ,375.5,26.46
16/04/2016,14,N2EXMIDP,0,0
16/04/2016,15,APXMIDP ,347.7,26.54
16/04/2016,15,N2EXMIDP,0,0
16/04/2016,16,APXMIDP ,612.9,26.47
16/04/2016,16,N2EXMIDP,0,0
16/04/2016,17,APXMIDP ,348.65,29.78
16/04/2016,17,N2EXMIDP,0,0
16/04/2016,18,APXMIDP ,393,27.54
16/04/2016,18,N2EXMIDP,0,0
16/04/2016,19,APXMIDP ,578.4,34.14
16/04/2016,19,N2EXMIDP,0,0
16/04/2016,20,APXMIDP ,382.55,34.38
16/04/2016,20,N2EXMIDP,0,0
16/04/2016,21,APXMIDP ,531.35,33.16
16/04/2016,21,N2EXMIDP,0,0
16/04/2016,22,APXMIDP ,528.85,32.83
16/04/2016,22,N2EXMIDP,0,0
16/04/2016,23,APXMIDP ,631.3,27.21
16/04/2016,23,N2EXMIDP,0,0
16/04/2016,24,APXMIDP ,595.45,26.42
16/04/2016,24,N2EXMIDP,0,0
16/04/2016,25,APXMIDP ,573.5,26.33
16/04/2016,25,N2EXMIDP,0,0
16/04/2016,26,APXMIDP ,645.95,26.91
16/04/2016,26,N2EXMIDP,0,0
16/04/2016,27,APXMIDP ,664.65,28.24
16/04/2016,27,N2EXMIDP,0,0
16/04/2016,28,APXMIDP ,562.7,28.58
16/04/2016,28,N2EXMIDP,0,0
16/04/2016,29,APXMIDP ,539.45,28.5
16/04/2016,29,N2EXMIDP,0,0
16/04/2016,30,APXMIDP ,603.45,28.12
16/04/2016,30,N2EXMIDP,0,0
16/04/2016,31,APXMIDP ,564.7,28.12
16/04/2016,31,N2EXMIDP,0,0
16/04/2016,32,APXMIDP ,701.05,28.34
16/04/2016,32,N2EXMIDP,0,0
16/04/2016,33,APXMIDP ,563.05,28.77
16/04/2016,33,N2EXMIDP,0,0
16/04/2016,34,APXMIDP ,826.15,27.84
16/04/2016,34,N2EXMIDP,0,0
16/04/2016,35,APXMIDP ,668.4,32.71
16/04/2016,35,N2EXMIDP,0,0
16/04/2016,36,APXMIDP ,563.45,34.76
16/04/2016,36,N2EXMIDP,0,0
16/04/2016,37,APXMIDP ,506,38.83
16/04/2016,37,N2EXMIDP,0,0
16/04/2016,38,APXMIDP ,552.95,37.98
16/04/2016,38,N2EXMIDP,0,0
16/04/2016,39,APXMIDP ,470.8,42.34
16/04/2016,39,N2EXMIDP,0,0
16/04/2016,40,APXMIDP ,450.9,41.67
16/04/2016,40,N2EXMIDP,0,0
16/04/2016,41,APXMIDP ,583.45,46.92
16/04/2016,41,N2EXMIDP,0,0
16/04/2016,42,APXMIDP ,550.35,48.49
16/04/2016,42,N2EXMIDP,0,0
16/04/2016,43,APXMIDP ,409.65,54.94
16/04/2016,43,N2EXMIDP,0,0
16/04/2016,44,APXMIDP ,315.7,39.86
16/04/2016,44,N2EXMIDP,0,0
16/04/2016,45,APXMIDP ,690.55,28.83
16/04/2016,45,N2EXMIDP,0,0
16/04/2016,46,APXMIDP ,1207.95,29.03
16/04/2016,46,N2EXMIDP,0,0
16/04/2016,47,APXMIDP ,897.6,43.33
16/04/2016,47,N2EXMIDP,0,0
16/04/2016,48,APXMIDP ,453.1,38.68
16/04/2016,48,N2EXMIDP,0,0
17/04/2016,1,APXMIDP ,172.85,32.93
17/04/2016,1,N2EXMIDP,0,0
17/04/2016,2,APXMIDP ,247.85,30.6
17/04/2016,2,N2EXMIDP,0,0
17/04/2016,3,APXMIDP ,473,32.36
17/04/2016,3,N2EXMIDP,0,0
17/04/2016,4,APXMIDP ,445.6,32.83
17/04/2016,4,N2EXMIDP,0,0
17/04/2016,5,APXMIDP ,511.7,32.12
17/04/2016,5,N2EXMIDP,0,0
17/04/2016,6,APXMIDP ,661,31.82
17/04/2016,6,N2EXMIDP,0,0
17/04/2016,7,APXMIDP ,779.3,30.94
17/04/2016,7,N2EXMIDP,0,0
17/04/2016,8,APXMIDP ,890.7,30.79
17/04/2016,8,N2EXMIDP,0,0
17/04/2016,9,APXMIDP ,751.5,31.68
17/04/2016,9,N2EXMIDP,0,0
17/04/2016,10,APXMIDP ,784.5,30.9
17/04/2016,10,N2EXMIDP,0,0
17/04/2016,11,APXMIDP ,621,30.46
17/04/2016,11,N2EXMIDP,0,0
17/04/2016,12,APXMIDP ,620,30.58
17/04/2016,12,N2EXMIDP,0,0
17/04/2016,13,APXMIDP ,613,30.33
17/04/2016,13,N2EXMIDP,0,0
17/04/2016,14,APXMIDP ,695.75,30.37
17/04/2016,14,N2EXMIDP,0,0
17/04/2016,15,APXMIDP ,596.8,28.69
17/04/2016,15,N2EXMIDP,0,0
17/04/2016,16,APXMIDP ,371.8,27.38
17/04/2016,16,N2EXMIDP,0,0
17/04/2016,17,APXMIDP ,456.5,26.68
17/04/2016,17,N2EXMIDP,0,0
17/04/2016,18,APXMIDP ,381.1,26.76
17/04/2016,18,N2EXMIDP,0,0
17/04/2016,19,APXMIDP ,554.6,27.85
17/04/2016,19,N2EXMIDP,0,0
17/04/2016,20,APXMIDP ,507.45,28.04
17/04/2016,20,N2EXMIDP,0,0
17/04/2016,21,APXMIDP ,540.6,28.02
17/04/2016,21,N2EXMIDP,0,0
17/04/2016,22,APXMIDP ,602.8,27.31
17/04/2016,22,N2EXMIDP,0,0
17/04/2016,23,APXMIDP ,595.75,27.88
17/04/2016,23,N2EXMIDP,0,0
17/04/2016,24,APXMIDP ,650.15,27.32
17/04/2016,24,N2EXMIDP,0,0
17/04/2016,25,APXMIDP ,694.55,27.77
17/04/2016,25,N2EXMIDP,0,0
17/04/2016,26,APXMIDP ,590.55,26.95
17/04/2016,26,N2EXMIDP,0,0
17/04/2016,27,APXMIDP ,666.45,26.09
17/04/2016,27,N2EXMIDP,0,0
17/04/2016,28,APXMIDP ,808.15,26
17/04/2016,28,N2EXMIDP,0,0
17/04/2016,29,APXMIDP ,873.4,26.24
17/04/2016,29,N2EXMIDP,0,0
17/04/2016,30,APXMIDP ,866.55,26.45
