Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
2020-02-07,47,2.5,2.5,-198.185
2020-02-07,48,2.5,2.5,-267.773
2020-02-08,1,16.88029,16.88029,-74.48
2020-02-08,2,2.5,2.5,-134.62
2020-02-08,3,2.5,2.5,-30.346
2020-02-08,4,11.34,11.34,-295.094
2020-02-08,5,17.2,17.2,-155.472
2020-02-08,6,13.03,13.03,-268.709
2020-02-08,7,-20,-20,-417.41
2020-02-08,8,-65.14,-65.14,-436.031
2020-02-08,9,-11.21,-11.21,-394.769
2020-02-08,10,8.22,8.22,-165.223
2020-02-08,11,10.92,10.92,-164.626
2020-02-08,12,12.49,12.49,-246.605
2020-02-08,13,2.5,2.5,-344.78
2020-02-08,14,44.5,44.5,327.7
2020-02-08,15,44.33,44.33,187.168
2020-02-08,16,43.95,43.95,360.716
2020-02-08,17,44.5,44.5,560.454
2020-02-08,18,46,46,728.753
2020-02-08,19,46,46,895.451
2020-02-08,20,47,47,897.553
2020-02-08,21,44.5,44.5,840.934
2020-02-08,22,43.95,43.95,302.5
2020-02-08,23,43.8,43.8,16.878
2020-02-08,24,43.95,43.95,182.526
2020-02-08,25,43.8,43.8,207.385
2020-02-08,26,37.19,37.19,-144.14
2020-02-08,27,29.9,29.9,-272.302
2020-02-08,28,12.13,12.13,-520.61
2020-02-08,29,12.13,12.13,-546.77
2020-02-08,30,28.64,28.64,-497.894
2020-02-08,31,34.65,34.65,-165.893
2020-02-08,32,43.8,43.8,113.709
2020-02-08,33,43.8,43.8,253.179
2020-02-08,34,43.8,43.8,308.382
2020-02-08,35,44.3,44.3,455.097
2020-02-08,36,47,47,864.515
2020-02-08,37,47,47,497.811
2020-02-08,38,44.3,44.3,397.123
2020-02-08,39,44.3,44.3,278.271
2020-02-08,40,44.3,44.3,256.985
2020-02-08,41,44.3,44.3,309.894
2020-02-08,42,43.8,43.8,188.17
2020-02-08,43,43.8,43.8,177.401
2020-02-08,44,43.8,43.8,327.046
2020-02-08,45,43.8,43.8,552.844
2020-02-08,46,43.5,43.5,226.457
2020-02-08,47,43.5,43.5,414.746
2020-02-08,48,43.5,43.5,245.743
2020-02-09,1,43.5,43.5,202.909
2020-02-09,2,43.5,43.5,332.644
2020-02-09,3,47,47,477.707
2020-02-09,4,43.5,43.5,222.408
2020-02-09,5,43.5,43.5,209.538
2020-02-09,6,43.5,43.5,190.515
2020-02-09,7,43,43,104.725
2020-02-09,8,47,47,208.515
2020-02-09,9,43,43,128.682
2020-02-09,10,2.5,2.5,-189.858
2020-02-09,11,1.55,1.55,-751.304
2020-02-09,12,2,2,-568.889
2020-02-09,13,2.5,2.5,-656.27
2020-02-09,14,2.5,2.5,-502.284
2020-02-09,15,2.5,2.5,-673.703
2020-02-09,16,2.5,2.5,-454.122
2020-02-09,17,2.5,2.5,-438.547
2020-02-09,18,44.95,44.95,404.477
2020-02-09,19,45.45,45.45,570.537
2020-02-09,20,48,48,1056.9
2020-02-09,21,48,48,1274.769
2020-02-09,22,48.5,48.5,1274.116
2020-02-09,23,48,48,900.146
2020-02-09,24,48.45,48.45,1029.234
2020-02-09,25,51.5,51.5,1836.922
2020-02-09,26,51.5,51.5,2000.966
2020-02-09,27,51.5,51.5,1848.774
2020-02-09,28,48.5,48.5,1065.69
2020-02-09,29,48,48,650.272
2020-02-09,30,47.8,47.8,354.872
2020-02-09,31,8.2,8.2,-31.788
2020-02-09,32,8.6,8.6,-272.382
2020-02-09,33,10.25,10.25,-39.566
2020-02-09,34,48.5,48.5,89.263
2020-02-09,35,48,48,68.31
2020-02-09,36,48.5,48.5,354.29
2020-02-09,37,47.5,47.5,88.335
2020-02-09,38,12.5,12.5,-94.279
2020-02-09,39,47.5,47.5,393.666
2020-02-09,40,47.5,47.5,595.576
2020-02-09,41,46,46,299.841
2020-02-09,42,43.5,43.5,81.451
2020-02-09,43,44,44,136.743
2020-02-09,44,44,44,35.816
2020-02-09,45,44,44,455.863
2020-02-09,46,42,42,38.409
2020-02-09,47,6,6,-32.965
2020-02-09,48,3.15,3.15,-202.292
2020-02-10,1,42,42,93.573
2020-02-10,2,42,42,178.094
2020-02-10,3,43.95,43.95,288.768
2020-02-10,4,3.6,3.6,-60.814
2020-02-10,5,41.9,41.9,12.226
2020-02-10,6,41.9,41.9,75.782
2020-02-10,7,41.9,41.9,97.713
2020-02-10,8,2.5,2.5,-36.875
2020-02-10,9,43.9,43.9,113.299
2020-02-10,10,43.9,43.9,112.272
2020-02-10,11,8.5,8.5,-184.311
2020-02-10,12,44,44,87.676
2020-02-10,13,47,47,318.752
2020-02-10,14,49.9,49.9,831.785
2020-02-10,15,48.48,48.48,354.796
2020-02-10,16,49.9,49.9,319.645
2020-02-10,17,49.9,49.9,440.499
2020-02-10,18,49.9,49.9,443.319
2020-02-10,19,49.9,49.9,413.546
2020-02-10,20,45.75,45.75,91.769
2020-02-10,21,40,40,18.716
2020-02-10,22,13,13,-16.597
2020-02-10,23,46,46,210.228
2020-02-10,24,45.75,45.75,467.411
2020-02-10,25,45.75,45.75,536.004
2020-02-10,26,45.75,45.75,466.156
2020-02-10,27,45.45,45.45,440.865
2020-02-10,28,45.5,45.5,737.692
2020-02-10,29,45.5,45.5,718.422
2020-02-10,30,45.45,45.45,418.341
2020-02-10,31,45.5,45.5,193.1
2020-02-10,32,44.95,44.95,97.47
2020-02-10,33,46.65,46.65,468.666
2020-02-10,34,46.65,46.65,779.758
2020-02-10,35,46.65,46.65,664.267
2020-02-10,36,48.84,48.84,955.136
2020-02-10,37,48.84,48.84,907.955
2020-02-10,38,48.5,48.5,807.492
2020-02-10,39,48.5,48.5,523.483
2020-02-10,40,46.5,46.5,346.651
2020-02-10,41,44.5,44.5,90.417
2020-02-10,42,46.7,46.7,259.005
2020-02-10,43,46,46,383.9
2020-02-10,44,44.5,44.5,341.397
2020-02-10,45,44,44,247.132
2020-02-10,46,2.5,2.5,-265.549
2020-02-10,47,10.84,10.84,-159.78
2020-02-10,48,10.52,10.52,-197.017
2020-02-11,1,2.5,2.5,-351.456
2020-02-11,2,8.53,8.53,-229.869
2020-02-11,3,2.5,2.5,-505.857
2020-02-11,4,1.71,1.71,-455.067
2020-02-11,5,4.63,4.63,-164.574
2020-02-11,6,4.79,4.79,-331.396
2020-02-11,7,7.64,7.64,-251.402
2020-02-11,8,2.5,2.5,-388.892
2020-02-11,9,7.92,7.92,-134.176
2020-02-11,10,43.67,43.67,56.1
2020-02-11,11,45,45,188.252
2020-02-11,12,45,45,403.1
2020-02-11,13,47.5,47.5,688.358
2020-02-11,14,49.5,49.5,972.451
2020-02-11,15,47.5,47.5,670.898
2020-02-11,16,47.5,47.5,689.22
2020-02-11,17,47.5,47.5,712.567
2020-02-11,18,47,47,608.115
2020-02-11,19,47,47,699.274
2020-02-11,20,46.5,46.5,408.173
2020-02-11,21,45.5,45.5,275.442
2020-02-11,22,45,45,110.107
2020-02-11,23,45,45,386.281
2020-02-11,24,45,45,373.578
2020-02-11,25,45,45,539.527
2020-02-11,26,45,45,472.805
2020-02-11,27,45,45,385.455
2020-02-11,28,44.9,44.9,183.929
2020-02-11,29,44.8,44.8,102.941
2020-02-11,30,44.8,44.8,47.609
2020-02-11,31,13.35,13.35,-34.629
2020-02-11,32,45,45,383.305
2020-02-11,33,45,45,387.889
2020-02-11,34,45,45,146.961
2020-02-11,35,47.5,47.5,402.063
2020-02-11,36,51.15,51.15,1097.213
2020-02-11,37,51.15,51.15,997.629
2020-02-11,38,50,50,685.333
2020-02-11,39,51,51,706.301
2020-02-11,40,49.1,49.1,289.67
2020-02-11,41,45,45,36.469
2020-02-11,42,45,45,157.855
2020-02-11,43,45,45,281.632
2020-02-11,44,44.44,44.44,253.268
2020-02-11,45,44.44,44.44,292.497
2020-02-11,46,2.5,2.5,-150.629
2020-02-11,47,2.5,2.5,-535.48
2020-02-11,48,-60,-60,-832.288
2020-02-12,1,13.72,13.72,-252.531
2020-02-12,2,10.86,10.86,-33.954
2020-02-12,3,42,42,174.731
2020-02-12,4,10.03,10.03,-66.515
2020-02-12,5,2.5,2.5,-265.65
2020-02-12,6,2.5,2.5,-377.117
2020-02-12,7,2.5,2.5,-495.691
2020-02-12,8,2,2,-506.844
2020-02-12,9,13.7,13.7,-44.065
2020-02-12,10,10.22,10.22,-141.246
2020-02-12,11,2.5,2.5,-279.419
2020-02-12,12,26.3901,26.3901,21.968
2020-02-12,13,43.89,43.89,151.51
2020-02-12,14,43.9,43.9,229.103
2020-02-12,15,43.25,43.25,89.88
2020-02-12,16,43.25,43.25,214.895
2020-02-12,17,44.29,44.29,321.138
2020-02-12,18,13.45,13.45,-111.689
2020-02-12,19,2,2,-586.598
2020-02-12,20,2,2,-443.747
2020-02-12,21,40,40,-3.557
2020-02-12,22,13.6,13.6,-299.102
2020-02-12,23,13.65,13.65,-223.995
2020-02-12,24,13.65,13.65,-257.31
2020-02-12,25,3.57,3.57,-257.456
2020-02-12,26,23.08,23.08,-197.395
2020-02-12,27,13.6,13.6,-261.962
2020-02-12,28,13.6,13.6,-278.878
2020-02-12,29,13.6,13.6,-324.92
2020-02-12,30,2,2,-285.447
2020-02-12,31,42.9,42.9,153.06
2020-02-12,32,45,45,369.238
2020-02-12,33,45,45,492.848
2020-02-12,34,51.03,51.03,541.077
2020-02-12,35,36.75505,36.75505,0.226
2020-02-12,36,50.28274,50.28274,364.294
2020-02-12,37,51.03,51.03,476.204
2020-02-12,38,51.03,51.03,420.232
2020-02-12,39,51.03,51.03,400.592
2020-02-12,40,45,45,182.294
2020-02-12,41,44.99,44.99,83.082
2020-02-12,42,14.1,14.1,-222.471
2020-02-12,43,15,15,-66.55
2020-02-12,44,15,15,-8.751
2020-02-12,45,15,15,-236.56
2020-02-12,46,13.6,13.6,-484.464
2020-02-12,47,15.1,15.1,-501.448
2020-02-12,48,20,20,-49.322
2020-02-13,1,40,40,93.835
2020-02-13,2,24.63,24.63,-98.443
2020-02-13,3,15.49,15.49,-398.055
2020-02-13,4,2.5,2.5,-792.238
2020-02-13,5,2.5,2.5,-637.123
2020-02-13,6,2.5,2.5,-341.108
2020-02-13,7,40,40,1.494
2020-02-13,8,16.98,16.98,-6.189
2020-02-13,9,17.77,17.77,-17.149
2020-02-13,10,17.27,17.27,-91.589
2020-02-13,11,31.48,31.48,34.488
2020-02-13,12,31.48,31.48,68.157
2020-02-13,13,41.99,41.99,191.216
2020-02-13,14,40,40,70.768
2020-02-13,15,15,15,-228.951
2020-02-13,16,37.46,37.46,92.373
2020-02-13,17,35.02,35.02,29.234
2020-02-13,18,38,38,190.055
2020-02-13,19,41.98,41.98,127.777
2020-02-13,20,43,43,146.835
2020-02-13,21,43,43,165.325
2020-02-13,22,44,44,270.733
2020-02-13,23,44.5,44.5,352.717
2020-02-13,24,44.5,44.5,375.017
2020-02-13,25,44.5,44.5,315.207
2020-02-13,26,44.5,44.5,228.981
2020-02-13,27,41.98,41.98,16.536
2020-02-13,28,44.5,44.5,251.413
2020-02-13,29,44.7,44.7,337.73
2020-02-13,30,41.98,41.98,4.494
2020-02-13,31,16.5,16.5,-124.01
2020-02-13,32,16.5,16.5,-125.305
2020-02-13,33,16.55,16.55,-31.603
2020-02-13,34,58.29,58.29,143.577
2020-02-13,35,58.29,58.29,133.356
2020-02-13,36,69.29,69.29,603.235
2020-02-13,37,64.24,64.24,369.788
2020-02-13,38,64.24,64.24,201.802
2020-02-13,39,58.29,58.29,144.725
2020-02-13,40,58.29,58.29,136.425
2020-02-13,41,51.95,51.95,240.474
2020-02-13,42,46,46,173.136
2020-02-13,43,50,50,253.883
2020-02-13,44,48,48,146.442
2020-02-13,45,41.25,41.25,83.715
2020-02-13,46,17.55,17.55,-15.726
2020-02-13,47,17.35,17.35,-243.876
2020-02-13,48,44.5,44.5,194.608
2020-02-14,1,44.5,44.5,241.813
2020-02-14,2,44.5,44.5,221.467
2020-02-14,3,43.5,43.5,143.91
2020-02-14,4,41.5,41.5,157.515
2020-02-14,5,41,41,163.452
2020-02-14,6,41,41,297.779
2020-02-14,7,40.9,40.9,129.031
2020-02-14,8,20,20,-35.746
2020-02-14,9,40,40,151.951
2020-02-14,10,40,40,4.678
2020-02-14,11,36.18,36.18,31.686
2020-02-14,12,17.7,17.7,-31.868
2020-02-14,13,40,40,69.299
2020-02-14,14,45.5,45.5,358.213
2020-02-14,15,46.5,46.5,549.878
2020-02-14,16,48.86,48.86,802.177
2020-02-14,17,46.5,46.5,444.663
2020-02-14,18,45.5,45.5,49.616
2020-02-14,19,46.2,46.2,371.526
2020-02-14,20,30,30,-88.605
2020-02-14,21,46.2,46.2,263.126
2020-02-14,22,43.75,43.75,273.656
2020-02-14,23,45.5,45.5,812.371
2020-02-14,24,43.25,43.25,547.148
2020-02-14,25,43.15,43.15,422.79
2020-02-14,26,41,41,408.079
2020-02-14,27,40,40,423.706
2020-02-14,28,40,40,398.061
2020-02-14,29,42.23,42.23,551.444
2020-02-14,30,42,42,502.037
2020-02-14,31,38,38,185.678
2020-02-14,32,38,38,109.079
2020-02-14,33,38,38,53.849
2020-02-14,34,38,38,184.583
2020-02-14,35,41.85,41.85,145.247
2020-02-14,36,41.85,41.85,488.787
2020-02-14,37,45.5,45.5,975.256
2020-02-14,38,44.9,44.9,710.603
2020-02-14,39,41.85,41.85,299.5
2020-02-14,40,19.2,19.2,-61.046
2020-02-14,41,19.05,19.05,-12.214
2020-02-14,42,19.2,19.2,-48.518
2020-02-14,43,41,41,418.95
2020-02-14,44,41.5,41.5,484.477
2020-02-14,45,40,40,105.02
2020-02-14,46,40,40,132.399
2020-02-14,47,21.37,21.37,-38.352
2020-02-14,48,21.29,21.29,-162.961
2020-02-15,1,20.51,20.51,-133.88
2020-02-15,2,39.5,39.5,265.731
2020-02-15,3,39,39,464.223
2020-02-15,4,39,39,114.068
2020-02-15,5,39,39,321.186
2020-02-15,6,39,39,348.529
2020-02-15,7,41,41,665.947
2020-02-15,8,39,39,103.811
2020-02-15,9,39,39,123.414
2020-02-15,10,0,0,-401.902
2020-02-15,11,0,0,-582.818
2020-02-15,12,-60,-60,-952.286
2020-02-15,13,-60,-60,-566.089
2020-02-15,14,0,0,-459.261
2020-02-15,15,2.1,2.1,-250.452
2020-02-15,16,2.5,2.5,-64.154
2020-02-15,17,2.5,2.5,-260.573
2020-02-15,18,41,41,121.159
2020-02-15,19,41,41,83.445
2020-02-15,20,41,41,54.165
2020-02-15,21,41,41,87.347
2020-02-15,22,38,38,191.8
2020-02-15,23,42,42,502.47
2020-02-15,24,41.5,41.5,632.129
2020-02-15,25,42,42,777.481
2020-02-15,26,42,42,711.642
2020-02-15,27,42,42,715.678
2020-02-15,28,40,40,452.41
2020-02-15,29,40,40,381.215
2020-02-15,30,40,40,455.74
2020-02-15,31,41.5,41.5,499.687
2020-02-15,32,41.5,41.5,458.193
2020-02-15,33,41.5,41.5,357.779
2020-02-15,34,42,42,312.041
2020-02-15,35,42.5,42.5,722.301
2020-02-15,36,43,43,1123.851
2020-02-15,37,45,45,1199.992
2020-02-15,38,45,45,1230.697
2020-02-15,39,43,43,990.567
2020-02-15,40,42,42,229.093
2020-02-15,41,41.5,41.5,98.867
2020-02-15,42,42,42,247.475
2020-02-15,43,42,42,485.772
2020-02-15,44,41.5,41.5,58.347
2020-02-15,45,42,42,16.772
2020-02-15,46,34.17,34.17,-38.124
2020-02-15,47,45,45,656.97
2020-02-15,48,43.75,43.75,321.383
2020-02-16,1,43.75,43.75,371.091
2020-02-16,2,43.75,43.75,435.14
2020-02-16,3,40,40,247.922
2020-02-16,4,14.97,14.97,82.079
2020-02-16,5,43.75,43.75,788.117
2020-02-16,6,43.75,43.75,650.999
2020-02-16,7,43.75,43.75,581.343
2020-02-16,8,40,40,415.993
2020-02-16,9,40,40,490.39
2020-02-16,10,39.95,39.95,402.726
2020-02-16,11,16.47,16.47,71.666
2020-02-16,12,14.04,14.04,5.654
2020-02-16,13,39.95,39.95,247.684
2020-02-16,14,16.13,16.13,36.876
2020-02-16,15,3.47013,3.47013,-22.27
2020-02-16,16,1,1,-118.753
2020-02-16,17,-60,-60,-831.017
2020-02-16,18,1.85,1.85,-566.568
2020-02-16,19,1.85,1.85,-703.578
2020-02-16,20,6.63,6.63,-236.605
2020-02-16,21,16.19,16.19,-112.512
2020-02-16,22,43,43,92.694
2020-02-16,23,43.4,43.4,406.997
2020-02-16,24,43.4,43.4,616.558
2020-02-16,25,43.45,43.45,817.587
2020-02-16,26,43.4,43.4,872.192
2020-02-16,27,43.84,43.84,1014.591
2020-02-16,28,43.4,43.4,589.699
2020-02-16,29,43.4,43.4,347.9
2020-02-16,30,43,43,148.272
2020-02-16,31,21.78,21.78,-15.296
2020-02-16,32,2.5,2.5,-328.073
2020-02-16,33,42.5,42.5,19.934
2020-02-16,34,43.4,43.4,532.816
2020-02-16,35,43,43,64.002
2020-02-16,36,45,45,591.608
2020-02-16,37,45,45,750.209
2020-02-16,38,45,45,565.034
2020-02-16,39,43,43,218.089
2020-02-16,40,18.87,18.87,-23.545
2020-02-16,41,43,43,150.525
2020-02-16,42,42,42,250.035
2020-02-16,43,43,43,366.756
2020-02-16,44,43.74,43.74,243.105
2020-02-16,45,43,43,212.136
2020-02-16,46,2.5,2.5,-96.38
2020-02-16,47,43,43,499.068
2020-02-16,48,42.95,42.95,324.003
2020-02-17,1,41,41,278.211
2020-02-17,2,42.9,42.9,220.635
2020-02-17,3,42.9,42.9,261.217
2020-02-17,4,42.89,42.89,82.249
2020-02-17,5,2.5,2.5,-11.243
2020-02-17,6,11.24,11.24,-8.349
2020-02-17,7,42.89,42.89,181.667
2020-02-17,8,42.75,42.75,112.297
2020-02-17,9,42.89,42.89,389.945
2020-02-17,10,42.75,42.75,258.433
2020-02-17,11,42.5,42.5,3.426
2020-02-17,12,42.74,42.74,69.989
2020-02-17,13,44.99,44.99,374.444
2020-02-17,14,45,45,561.484
2020-02-17,15,45,45,452.612
2020-02-17,16,44.9,44.9,224.439
2020-02-17,17,18.25,18.25,-26.83
2020-02-17,18,44.5,44.5,251.969
2020-02-17,19,42.5,42.5,151.009
2020-02-17,20,6.5,6.5,-120.657
2020-02-17,21,6.5,6.5,-231.268
2020-02-17,22,6.51725,6.51725,-148.053
2020-02-17,23,6.63123,6.63123,-44.024
2020-02-17,24,28.36,28.36,-48.827
2020-02-17,25,42,42,78.532
2020-02-17,26,23,23,-43.888
2020-02-17,27,27.41,27.41,-47.271
2020-02-17,28,26.57,26.57,-141.753
2020-02-17,29,39,39,10.737
2020-02-17,30,7.1,7.1,-119.394
2020-02-17,31,7,7,-97.989
2020-02-17,32,7,7,-165.815
2020-02-17,33,7.5,7.5,-109.571
2020-02-17,34,9.1,9.1,-97.069
2020-02-17,35,13.1,13.1,-7.02
2020-02-17,36,50,50,580.95
2020-02-17,37,50,50,637.853
2020-02-17,38,46.5,46.5,506.651
2020-02-17,39,46.3,46.3,254.525
2020-02-17,40,46.3,46.3,286.47
2020-02-17,41,44.85,44.85,344.01
2020-02-17,42,44.25,44.25,117.308
2020-02-17,43,44,44,248.058
2020-02-17,44,43.9,43.9,183.704
2020-02-17,45,40,40,81.614
2020-02-17,46,40,40,85.775
2020-02-17,47,41,41,199.461
2020-02-17,48,15.15,15.15,-166.747
2020-02-18,1,40,40,91.197
2020-02-18,2,41,41,130.153
2020-02-18,3,40,40,145.594
2020-02-18,4,12.57,12.57,-48.23
2020-02-18,5,2.5,2.5,-77.356
2020-02-18,6,2.5,2.5,-170.625
2020-02-18,7,40.9,40.9,20.344
2020-02-18,8,2.5,2.5,-13.841
2020-02-18,9,2.5,2.5,-2.167
2020-02-18,10,2.5,2.5,-47.858
2020-02-18,11,2.5,2.5,-291.155
2020-02-18,12,25.45,25.45,13.847
2020-02-18,13,26.07,26.07,-119.104
2020-02-18,14,2.5,2.5,-378.181
2020-02-18,15,2.5,2.5,-640.607
2020-02-18,16,7,7,-321.82
2020-02-18,17,11,11,-6.389
2020-02-18,18,42.9,42.9,47.209
2020-02-18,19,42.9,42.9,148.708
2020-02-18,20,42.8,42.8,55.365
2020-02-18,21,42.8,42.8,141.746
2020-02-18,22,11.2,11.2,-14.936
2020-02-18,23,11.2,11.2,-160.502
2020-02-18,24,42.3,42.3,51.461
2020-02-18,25,42,42,182.928
2020-02-18,26,41.75,41.75,14.884
2020-02-18,27,41.7,41.7,213.584
2020-02-18,28,41.7,41.7,122.786
2020-02-18,29,41.7,41.7,267.884
2020-02-18,30,42.4,42.4,559.35
2020-02-18,31,42.4,42.4,716.898
2020-02-18,32,42.3,42.3,741.12
2020-02-18,33,49.75,49.75,487.446
2020-02-18,34,49.8,49.8,385.608
2020-02-18,35,49.8,49.8,211.818
2020-02-18,36,51,51,694.823
2020-02-18,37,51,51,739.867
2020-02-18,38,49.8,49.8,238.53
2020-02-18,39,49.75,49.75,59.363
2020-02-18,40,13.5,13.5,-44.667
2020-02-18,41,14,14,-28.015
2020-02-18,42,14,14,-149.449
2020-02-18,43,13.5,13.5,-164.694
2020-02-18,44,41,41,80.425
2020-02-18,45,39.99,39.99,87.939
2020-02-18,46,10.2,10.2,-119.909
2020-02-18,47,13,13,-223.051
2020-02-18,48,13,13,-327.351
2020-02-19,1,2.5,2.5,-509.754
2020-02-19,2,2.5,2.5,-301.464
2020-02-19,3,15.02,15.02,-52.854
2020-02-19,4,15.66,15.66,-182.768
2020-02-19,5,14.34,14.34,-277.778
2020-02-19,6,13.57,13.57,-149.156
2020-02-19,7,15.48,15.48,-253.425
2020-02-19,8,14.24,14.24,-211.425
2020-02-19,9,24.4,24.4,29.568
2020-02-19,10,15.34,15.34,-1.819
2020-02-19,11,16.13,16.13,-219.217
2020-02-19,12,41.99,41.99,66.294
2020-02-19,13,41.99,41.99,167.325
2020-02-19,14,2.5,2.5,-206.253
2020-02-19,15,8,8,-197.79
2020-02-19,16,12.1,12.1,-140.625
2020-02-19,17,13.1,13.1,-298.671
2020-02-19,18,13.5,13.5,-5.844
2020-02-19,19,46.28,46.28,167.428
2020-02-19,20,45,45,36.304
2020-02-19,21,45,45,79.512
2020-02-19,22,46.28,46.28,252.559
2020-02-19,23,47.61,47.61,355.139
2020-02-19,24,46.28,46.28,391.472
2020-02-19,25,46.28,46.28,423.103
2020-02-19,26,45.9,45.9,147.614
2020-02-19,27,45.9,45.9,198.35
2020-02-19,28,43.45,43.45,121.653
2020-02-19,29,43.45,43.45,257.558
2020-02-19,30,43,43,95.022
2020-02-19,31,15,15,-52.84
2020-02-19,32,42.79,42.79,65.76
2020-02-19,33,14.75,14.75,-78.074
2020-02-19,34,2.2,2.2,-154.311
2020-02-19,35,2.2,2.2,-26.189
2020-02-19,36,48.5,48.5,96.871
2020-02-19,37,43.25,43.25,120.246
2020-02-19,38,48.5,48.5,7.216
2020-02-19,39,48.35,48.35,167.682
2020-02-19,40,45,45,138.104
2020-02-19,41,45,45,161.26
2020-02-19,42,15.18381,15.18381,-37.621
2020-02-19,43,15.15,15.15,-164.936
2020-02-19,44,43,43,217.018
2020-02-19,45,43,43,225.682
2020-02-19,46,26.88,26.88,-52.772
2020-02-19,47,41.99,41.99,305.511
2020-02-19,48,2.5,2.5,-97.821
2020-02-20,1,2.5,2.5,-228.045
2020-02-20,2,2.5,2.5,-15.303
2020-02-20,3,41,41,54.053
2020-02-20,4,2.5,2.5,-230.617
2020-02-20,5,0,0,-489.096
2020-02-20,6,0,0,-628.756
2020-02-20,7,0,0,-766.305
2020-02-20,8,0,0,-589.659
2020-02-20,9,2.5,2.5,-63.766
2020-02-20,10,2.5,2.5,-59.292
2020-02-20,11,2.5,2.5,-138.558
2020-02-20,12,31.77,31.77,123.406
2020-02-20,13,15.15,15.15,-14.49
2020-02-20,14,7,7,-269.13
2020-02-20,15,7,7,-485.362
2020-02-20,16,10,10,-474.181
2020-02-20,17,44,44,98.037
2020-02-20,18,48.78,48.78,723.416
2020-02-20,19,48,48,530.8
2020-02-20,20,47.5,47.5,165.059
2020-02-20,21,45,45,87.507
2020-02-20,22,45,45,191.026
2020-02-20,23,45,45,460.148
2020-02-20,24,44.8,44.8,402.749
2020-02-20,25,44,44,279.65
2020-02-20,26,43.5,43.5,91.009
2020-02-20,27,43,43,252.045
2020-02-20,28,40,40,66.027
2020-02-20,29,12,12,-216.908
2020-02-20,30,12,12,-374.445
2020-02-20,31,2.2,2.2,-612.659
2020-02-20,32,2.1,2.1,-585.621
2020-02-20,33,2.1,2.1,-378.522
2020-02-20,34,13,13,-49.325
2020-02-20,35,50.8,50.8,280.714
2020-02-20,36,50.9,50.9,278.232
2020-02-20,37,53,53,639
2020-02-20,38,50.75,50.75,477.538
2020-02-20,39,43.5,43.5,323.749
2020-02-20,40,13,13,-19.47
2020-02-20,41,43.2,43.2,153.343
2020-02-20,42,43.5,43.5,365.075
2020-02-20,43,42.9,42.9,74.357
2020-02-20,44,41,41,27.311
2020-02-20,45,41,41,62.674
2020-02-20,46,11.72,11.72,-67.578
2020-02-20,47,40.5,40.5,3.807
2020-02-20,48,2.5,2.5,-320.371
2020-02-21,1,15,15,-64.157
2020-02-21,2,41.85,41.85,83.284
2020-02-21,3,42.3,42.3,71.741
2020-02-21,4,14.61,14.61,-171.638
2020-02-21,5,21.21,21.21,-49.433
2020-02-21,6,18.52,18.52,-161.839
2020-02-21,7,21.32,21.32,16.595
2020-02-21,8,9.81,9.81,-161.022
2020-02-21,9,22.87,22.87,5.233
2020-02-21,10,22.87,22.87,32.503
2020-02-21,11,21.14,21.14,-31.342
2020-02-21,12,43,43,271.986
2020-02-21,13,44,44,426.621
2020-02-21,14,45.68,45.68,623.768
2020-02-21,15,44,44,113.944
2020-02-21,16,40,40,-173.25
2020-02-21,17,2,2,-283.34
2020-02-21,18,44,44,108.846
2020-02-21,19,44,44,208.013
2020-02-21,20,43.95,43.95,328.819
2020-02-21,21,44.25,44.25,387.958
2020-02-21,22,46.9,46.9,548.214
2020-02-21,23,44,44,246.39
2020-02-21,24,44,44,145.2
2020-02-21,25,44,44,255.503
2020-02-21,26,44,44,314.683
2020-02-21,27,44,44,305.596
2020-02-21,28,44,44,189.546
2020-02-21,29,44,44,108.041
2020-02-21,30,43.7,43.7,2.474
2020-02-21,31,21.47,21.47,-55.096
2020-02-21,32,44,44,193.89
2020-02-21,33,44,44,93.562
2020-02-21,34,10,10,-5.25
2020-02-21,35,7.6,7.6,-90.367
2020-02-21,36,49,49,341.62
2020-02-21,37,44,44,274.345
2020-02-21,38,20,20,-10.576
2020-02-21,39,44,44,108.699
2020-02-21,40,44,44,94.022
2020-02-21,41,46,46,111.094
2020-02-21,42,21.4,21.4,-36.982
2020-02-21,43,7.65,7.65,-407.45
2020-02-21,44,7.65,7.65,-487.598
2020-02-21,45,39.5,39.5,98.718
2020-02-21,46,7.7,7.7,-75.181
2020-02-21,47,43.8,43.8,927.549
2020-02-21,48,43.8,43.8,845.081
2020-02-22,1,44.98,44.98,1136.112
2020-02-22,2,46,46,1425.241
2020-02-22,3,45,45,1265.633
2020-02-22,4,45,45,564.283
2020-02-22,5,39.5,39.5,134.811
2020-02-22,6,45,45,164.82
2020-02-22,7,45.9,45.9,393.775
2020-02-22,8,45.9,45.9,334.892
2020-02-22,9,44.9,44.9,330.456
2020-02-22,10,17.14,17.14,231.617
2020-02-22,11,20.65,20.65,81.834
2020-02-22,12,44.9,44.9,145.11
2020-02-22,13,44.9,44.9,39.561
2020-02-22,14,46.5,46.5,652.575
2020-02-22,15,46,46,306.813
2020-02-22,16,46,46,253.811
2020-02-22,17,45.5,45.5,138.341
2020-02-22,18,46,46,405.698
2020-02-22,19,45.5,45.5,206.776
2020-02-22,20,46.4,46.4,113.355
2020-02-22,21,46.4,46.4,30.395
