Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
2019-01-01,1,15,15,-1058.307
2019-01-01,2,15,15,-664.288
2019-01-01,3,16,16,-1033.909
2019-01-01,4,16,16,-1319.343
2019-01-01,5,16,16,-1180.858
2019-01-01,6,15,15,-798.207
2019-01-01,7,15,15,-514.492
2019-01-01,8,30,30,-429.079
2019-01-01,9,15,15,-350.058
2019-01-01,10,15,15,-329.742
2019-01-01,11,15,15,-254.333
2019-01-01,12,15,15,-19.402
2019-01-01,13,63.5,63.5,127.891
2019-01-01,14,17.62,17.62,-263.485
2019-01-01,15,16.8,16.8,-1176.117
2019-01-01,16,16.8,16.8,-1123.154
2019-01-01,17,15,15,-1197.366
2019-01-01,18,30,30,-761.32
2019-01-01,19,30.1,30.1,-538.534
2019-01-01,20,40.15,40.15,-120.444
2019-01-01,21,67,67,215.304
2019-01-01,22,30.1,30.1,-183.877
2019-01-01,23,38,38,-193.124
2019-01-01,24,35,35,-524.425
2019-01-01,25,20,20,-634.388
2019-01-01,26,38,38,-354.812
2019-01-01,27,44.5,44.5,-116
2019-01-01,28,31.31,31.31,-186.896
2019-01-01,29,38,38,-196.376
2019-01-01,30,43,43,-284.76
2019-01-01,31,38,38,-413.061
2019-01-01,32,38,38,-311.19
2019-01-01,33,38,38,-265.411
2019-01-01,34,38,38,-88.317
2019-01-01,35,38,38,-33.411
2019-01-01,36,38,38,-154.653
2019-01-01,37,46,46,-17.069
2019-01-01,38,38,38,-12.088
2019-01-01,39,38,38,-222.263
2019-01-01,40,38,38,-236.19
2019-01-01,41,38,38,-344.359
2019-01-01,42,38,38,-550.223
2019-01-01,43,38,38,-369.681
2019-01-01,44,38,38,-378.254
2019-01-01,45,38,38,-210.445
2019-01-01,46,38,38,-293.43
2019-01-01,47,16,16,-347.086
2019-01-01,48,42.1,42.1,-415.507
2019-01-02,1,42,42,-705.556
2019-01-02,2,43.55,43.55,-285.29
2019-01-02,3,44.02,44.02,-95.172
2019-01-02,4,56,56,-76.046
2019-01-02,5,54,54,-16.499
2019-01-02,6,38,38,-120.183
2019-01-02,7,20,20,-264.333
2019-01-02,8,41.95,41.95,-375.72
2019-01-02,9,41.95,41.95,-467.809
2019-01-02,10,42.05,42.05,-306.741
2019-01-02,11,43,43,-173.474
2019-01-02,12,42.1,42.1,-381.16
2019-01-02,13,42.2,42.2,-488.921
2019-01-02,14,43.15,43.15,-521.315
2019-01-02,15,45,45,-438.134
2019-01-02,16,48,48,-455.707
2019-01-02,17,46,46,-737.739
2019-01-02,18,51.02,51.02,-244.403
2019-01-02,19,51.05,51.05,-78.185
2019-01-02,20,65,65,265.02
2019-01-02,21,87,87,176.895
2019-01-02,22,87,87,184.423
2019-01-02,23,92.8,92.8,101.908
2019-01-02,24,92.8,92.8,244.18
2019-01-02,25,100,100,225.679
2019-01-02,26,100,100,262.708
2019-01-02,27,98,98,307.703
2019-01-02,28,99.93,99.93,212.608
2019-01-02,29,99.93,99.93,137.386
2019-01-02,30,99.93,99.93,42.451
2019-01-02,31,51.5,51.5,-12.077
2019-01-02,32,51.25,51.25,-71.359
2019-01-02,33,156.5,156.5,132.701
2019-01-02,34,167,167,489.33
2019-01-02,35,158,158,412.781
2019-01-02,36,175,175,133.119
2019-01-02,37,52.75,52.75,-44.625
2019-01-02,38,51.25,51.25,-116.594
2019-01-02,39,100,100,43.84
2019-01-02,40,100,100,191.553
2019-01-02,41,106,106,250.525
2019-01-02,42,80,80,10.183
2019-01-02,43,80,80,88.204
2019-01-02,44,74.25,74.25,10.533
2019-01-02,45,72.5,72.5,19.389
2019-01-02,46,49,49,-317.697
2019-01-02,47,49.05,49.05,-80.141
2019-01-02,48,49.05,49.05,-21.096
2019-01-03,1,47.3,47.3,-199.04
2019-01-03,2,49.05,49.05,-129.636
2019-01-03,3,47.3,47.3,-176.15
2019-01-03,4,47.3,47.3,-345.701
2019-01-03,5,20,20,-181.29
2019-01-03,6,20,20,-257.458
2019-01-03,7,49.05,49.05,-230.21
2019-01-03,8,47.3,47.3,-364.375
2019-01-03,9,48.05,48.05,-331.456
2019-01-03,10,48.05,48.05,-254.942
2019-01-03,11,49.05,49.05,-335.15
2019-01-03,12,48.05,48.05,-844.344
2019-01-03,13,49.06,49.06,-471.886
2019-01-03,14,48.5,48.5,-838.918
2019-01-03,15,48.05,48.05,-1247.903
2019-01-03,16,48.05,48.05,-1181.389
2019-01-03,17,49.05,49.05,-1016.995
2019-01-03,18,50.05,50.05,-515.353
2019-01-03,19,52.3,52.3,-24.795
2019-01-03,20,60,60,68.347
2019-01-03,21,96.6967,96.6967,23.733
2019-01-03,22,100,100,66.676
2019-01-03,23,115,115,409.027
2019-01-03,24,115,115,429.404
2019-01-03,25,115,115,174.5
2019-01-03,26,112.9,112.9,250.09
2019-01-03,27,112.9,112.9,103.78
2019-01-03,28,60,60,49.437
2019-01-03,29,60,60,53.985
2019-01-03,30,112.9,112.9,125.833
2019-01-03,31,112.9,112.9,2.703
2019-01-03,32,53,53,-239.717
2019-01-03,33,0,0,-346.874
2019-01-03,34,0,0,-716.756
2019-01-03,35,50.11,50.11,-537.868
2019-01-03,36,50.4,50.4,-479.755
2019-01-03,37,51.2,51.2,-482.717
2019-01-03,38,53.75,53.75,-359.728
2019-01-03,39,55,55,-17.101
2019-01-03,40,53.77,53.77,-32.448
2019-01-03,41,110,110,98.875
2019-01-03,42,50.4,50.4,-226.483
2019-01-03,43,50.55,50.55,-254.954
2019-01-03,44,49.6,49.6,-431.744
2019-01-03,45,49.9,49.9,-373.006
2019-01-03,46,50.05,50.05,-395.689
2019-01-03,47,50.05,50.05,-269.212
2019-01-03,48,50.05,50.05,-210.335
2019-01-04,1,50.05,50.05,-340.86
2019-01-04,2,49.1,49.1,-404.449
2019-01-04,3,48.75,48.75,-346.991
2019-01-04,4,48.75,48.75,-313.242
2019-01-04,5,48.75,48.75,-520.897
2019-01-04,6,48.75,48.75,-579.16
2019-01-04,7,49.05,49.05,-279.699
2019-01-04,8,48,48,-367.206
2019-01-04,9,48,48,-458.99
2019-01-04,10,48,48,-422.255
2019-01-04,11,47.3,47.3,-672.332
2019-01-04,12,45,45,-833.74
2019-01-04,13,45,45,-873.279
2019-01-04,14,39,39,-1341.836
2019-01-04,15,39,39,-1427.157
2019-01-04,16,45.9,45.9,-1200.818
2019-01-04,17,47.3,47.3,-1185.34
2019-01-04,18,47.3,47.3,-769.8
2019-01-04,19,49.5,49.5,-268.961
2019-01-04,20,51.1,51.1,-44.202
2019-01-04,21,84,84,36.496
2019-01-04,22,51.25,51.25,-18.363
2019-01-04,23,50.4,50.4,-357.967
2019-01-04,24,50.4,50.4,-348.737
2019-01-04,25,50.15,50.15,-151.138
2019-01-04,26,50.71138,50.71138,-233.738
2019-01-04,27,53.75,53.75,-169.672
2019-01-04,28,53.75,53.75,-241.808
2019-01-04,29,53.77,53.77,-132.346
2019-01-04,30,51.25,51.25,-320.67
2019-01-04,31,53.75,53.75,-294.915
2019-01-04,32,53.77,53.77,-178.049
2019-01-04,33,48.3,48.3,-511.431
2019-01-04,34,52.6,52.6,-262.131
2019-01-04,35,0,0,-330.77
2019-01-04,36,51.15,51.15,-238.143
2019-01-04,37,51.15,51.15,-66.923
2019-01-04,38,46.5,46.5,-146.404
2019-01-04,39,50.95,50.95,-209.839
2019-01-04,40,46.5,46.5,-451.798
2019-01-04,41,46.5,46.5,-604.831
2019-01-04,42,49.75,49.75,-688.32
2019-01-04,43,51.15,51.15,-61.213
2019-01-04,44,65.12,65.12,14.092
2019-01-04,45,64.52,64.52,0.43
2019-01-04,46,51.25,51.25,-11.101
2019-01-04,47,81,81,168.625
2019-01-04,48,81,81,308.669
2019-01-05,1,70.49,70.49,8.037
2019-01-05,2,50,50,-93.297
2019-01-05,3,48.5,48.5,-166.101
2019-01-05,4,49.3,49.3,-124.691
2019-01-05,5,80,80,62.76
2019-01-05,6,81,81,124.684
2019-01-05,7,81,81,228.247
2019-01-05,8,80,80,73.883
2019-01-05,9,64,64,11.738
2019-01-05,10,50,50,-68.283
2019-01-05,11,48.6,48.6,-124.033
2019-01-05,12,48.21,48.21,-72.017
2019-01-05,13,56.02,56.02,-23.463
2019-01-05,14,49.05,49.05,-230.206
2019-01-05,15,47,47,-401.432
2019-01-05,16,47.3,47.3,-450.639
2019-01-05,17,48.6,48.6,-234.712
2019-01-05,18,83.586,83.586,3.275
2019-01-05,19,48.75,48.75,-208.089
2019-01-05,20,100,100,46.277
2019-01-05,21,100,100,220.167
2019-01-05,22,98,98,335.117
2019-01-05,23,98,98,318.658
2019-01-05,24,98,98,405.192
2019-01-05,25,98,98,493.75
2019-01-05,26,118,118,277.491
2019-01-05,27,97,97,119.352
2019-01-05,28,51.51,51.51,-153.225
2019-01-05,29,51.51,51.51,-50.12
2019-01-05,30,51.56,51.56,-15.575
2019-01-05,31,51.51,51.51,-15.05
2019-01-05,32,52.1,52.1,-29.549
2019-01-05,33,51.62,51.62,-126.499
2019-01-05,34,107.85,107.85,219.471
2019-01-05,35,107.85,107.85,203.856
2019-01-05,36,107.85,107.85,104.474
2019-01-05,37,107.85,107.85,50.936
2019-01-05,38,52.94,52.94,-61.132
2019-01-05,39,82,82,18.658
2019-01-05,40,52.8,52.8,-235.334
2019-01-05,41,100,100,159.532
2019-01-05,42,48.75,48.75,-6.517
2019-01-05,43,79.95,79.95,188.457
2019-01-05,44,51.25,51.25,-74.323
2019-01-05,45,60.9,60.9,113.694
2019-01-05,46,60,60,6.339
2019-01-05,47,49.99,49.99,-78.069
2019-01-05,48,81,81,384.213
2019-01-06,1,78,78,389.839
2019-01-06,2,137,137,598.699
2019-01-06,3,138,138,769.424
2019-01-06,4,137,137,513.568
2019-01-06,5,82,82,319.1
2019-01-06,6,82,82,155.508
2019-01-06,7,82,82,188.451
2019-01-06,8,49.95,49.95,-91.339
2019-01-06,9,48.5,48.5,-406.653
2019-01-06,10,47.31,47.31,-392.473
2019-01-06,11,47.31,47.31,-332.03
2019-01-06,12,48.4,48.4,-298.918
2019-01-06,13,48.4,48.4,-361.858
2019-01-06,14,48.5,48.5,-351.305
2019-01-06,15,49.05,49.05,-154.404
2019-01-06,16,49.06,49.06,-128.93
2019-01-06,17,47.5,47.5,-67.237
2019-01-06,18,77,77,26.717
2019-01-06,19,49.5,49.5,-80.055
2019-01-06,20,49.06,49.06,-57.662
2019-01-06,21,97,97,32.777
2019-01-06,22,100,100,120.941
2019-01-06,23,82,82,17.515
2019-01-06,24,97,97,48.317
2019-01-06,25,82,82,21.608
2019-01-06,26,82,82,21
2019-01-06,27,84,84,7.133
2019-01-06,28,49.06,49.06,-111.958
2019-01-06,29,49.06,49.06,-258.819
2019-01-06,30,51.85,51.85,-444.076
2019-01-06,31,51.87,51.87,-281.891
2019-01-06,32,119.84,119.84,10.808
2019-01-06,33,119.84,119.84,90.998
2019-01-06,34,134.84,134.84,398.215
2019-01-06,35,134.84,134.84,375.833
2019-01-06,36,119.84,119.84,125.145
2019-01-06,37,53.7,53.7,-101.568
2019-01-06,38,53.61,53.61,-244.241
2019-01-06,39,53.7,53.7,-94.296
2019-01-06,40,50,50,-209.692
2019-01-06,41,97,97,26.009
2019-01-06,42,50,50,-378.007
2019-01-06,43,49.5,49.5,-518.509
2019-01-06,44,49.4,49.4,-516.677
2019-01-06,45,45.47141,45.47141,-727.016
2019-01-06,46,45.4,45.4,-522.707
2019-01-06,47,49.5,49.5,-54.076
2019-01-06,48,46.1,46.1,-303.841
2019-01-07,1,46.5,46.5,-118.96
2019-01-07,2,46.55,46.55,-108.083
2019-01-07,3,46.5,46.5,-62.433
2019-01-07,4,46.3,46.3,-187.326
2019-01-07,5,46.5,46.5,-99.399
2019-01-07,6,40.15,40.15,-156.855
2019-01-07,7,60,60,49.402
2019-01-07,8,46.5,46.5,-176.782
2019-01-07,9,70,70,218.841
2019-01-07,10,41,41,-135.936
2019-01-07,11,46.5,46.5,-171.323
2019-01-07,12,44.5,44.5,-795.001
2019-01-07,13,45.9,45.9,-710.438
2019-01-07,14,46.55,46.55,-623.862
2019-01-07,15,46.55,46.55,-1054.718
2019-01-07,16,47.5,47.5,-1008.897
2019-01-07,17,48.6,48.6,-699.052
2019-01-07,18,48.1,48.1,-794.969
2019-01-07,19,47.58953,47.58953,-700.178
2019-01-07,20,45.5,45.5,-461.386
2019-01-07,21,45.5,45.5,-591.621
2019-01-07,22,46,46,-432.392
2019-01-07,23,45.5,45.5,-356.935
2019-01-07,24,45.5,45.5,-388.956
2019-01-07,25,47,47,-21.563
2019-01-07,26,66.8,66.8,119.113
2019-01-07,27,62.31,62.31,245.415
2019-01-07,28,59.8,59.8,115.941
2019-01-07,29,59.8,59.8,5.835
2019-01-07,30,47,47,-105.268
2019-01-07,31,46.74,46.74,-493.907
2019-01-07,32,48,48,-465.082
2019-01-07,33,46.75,46.75,-559.102
2019-01-07,34,68,68,56.797
2019-01-07,35,47.06,47.06,-292.097
2019-01-07,36,50,50,-291.704
2019-01-07,37,50,50,-186.339
2019-01-07,38,50,50,-85.182
2019-01-07,39,48,48,-129.504
2019-01-07,40,50,50,-136.745
2019-01-07,41,49,49,-263.445
2019-01-07,42,49,49,-316.442
2019-01-07,43,70,70,2.768
2019-01-07,44,49,49,-194.488
2019-01-07,45,49,49,-187.484
2019-01-07,46,69.75,69.75,72.713
2019-01-07,47,44.05,44.05,-193.803
2019-01-07,48,44.05,44.05,-56.56
2019-01-08,1,43.3,43.3,-151.934
2019-01-08,2,69,69,77.075
2019-01-08,3,69,69,98.224
2019-01-08,4,41.4,41.4,-196.428
2019-01-08,5,41.4,41.4,-178.623
2019-01-08,6,43.3,43.3,-274.428
2019-01-08,7,43.3,43.3,-212.139
2019-01-08,8,45.74,45.74,-160.669
2019-01-08,9,44.05,44.05,-82.4
2019-01-08,10,43.3,43.3,-140.589
2019-01-08,11,31.41,31.41,-222.374
2019-01-08,12,43.3,43.3,-199.599
2019-01-08,13,69,69,192.723
2019-01-08,14,47,47,-190.885
2019-01-08,15,68.21,68.21,200.962
2019-01-08,16,94.5,94.5,791.265
2019-01-08,17,99,99,336.353
2019-01-08,18,80.75,80.75,115.967
2019-01-08,19,97,97,283.526
2019-01-08,20,71,71,80.66
2019-01-08,21,46.2,46.2,-317.062
2019-01-08,22,48,48,-418.829
2019-01-08,23,49,49,-334.834
2019-01-08,24,48.1,48.1,-373.254
2019-01-08,25,46.2,46.2,-743.825
2019-01-08,26,46.2,46.2,-980.587
2019-01-08,27,46,46,-1299.122
2019-01-08,28,46,46,-1422.954
2019-01-08,29,46.2,46.2,-963.226
2019-01-08,30,46,46,-530.135
2019-01-08,31,46,46,-570.021
2019-01-08,32,99.77,99.77,57.418
2019-01-08,33,100.77,100.77,178.592
2019-01-08,34,100.77,100.77,478.017
2019-01-08,35,101.27,101.27,543.408
2019-01-08,36,100.77,100.77,405.745
2019-01-08,37,94.37,94.37,92.342
2019-01-08,38,99.77,99.77,174.485
2019-01-08,39,89.1,89.1,73.797
2019-01-08,40,95.5,95.5,48.465
2019-01-08,41,95.5,95.5,113.791
2019-01-08,42,80.15,80.15,104.133
2019-01-08,43,80.15,80.15,374.762
2019-01-08,44,75.5,75.5,355.083
2019-01-08,45,72,72,393.537
2019-01-08,46,69,69,307.329
2019-01-08,47,69,69,25.591
2019-01-08,48,43.3,43.3,-134.207
2019-01-09,1,46,46,-439.111
2019-01-09,2,46.6,46.6,-111.658
2019-01-09,3,49.66,49.66,-165.895
2019-01-09,4,46.6,46.6,-408.375
2019-01-09,5,46.6,46.6,-444.642
2019-01-09,6,46.85,46.85,-325.019
2019-01-09,7,46.85,46.85,-396.408
2019-01-09,8,46.9,46.9,-426.821
2019-01-09,9,46.9,46.9,-192.606
2019-01-09,10,50.45,50.45,-34.019
2019-01-09,11,50.26,50.26,-144.256
2019-01-09,12,46,46,-154.105
2019-01-09,13,69,69,32.406
2019-01-09,14,46.6,46.6,-76.986
2019-01-09,15,46.85,46.85,-219.117
2019-01-09,16,49,49,-216.998
2019-01-09,17,46.5,46.5,-119.329
2019-01-09,18,46.9,46.9,-307.994
2019-01-09,19,49,49,-75.306
2019-01-09,20,49,49,-77.983
2019-01-09,21,49,49,-9.994
2019-01-09,22,46.9,46.9,-378.325
2019-01-09,23,46.1,46.1,-637.194
2019-01-09,24,46.1,46.1,-682.699
2019-01-09,25,46.9,46.9,-452.349
2019-01-09,26,49,49,-176.859
2019-01-09,27,49.1,49.1,-52.944
2019-01-09,28,70,70,172.954
2019-01-09,29,68.56,68.56,164.733
2019-01-09,30,70,70,41.752
2019-01-09,31,46.5,46.5,-562.151
2019-01-09,32,46.55,46.55,-406.288
2019-01-09,33,49,49,-147.457
2019-01-09,34,46.55,46.55,-408.715
2019-01-09,35,46.55,46.55,-444.474
2019-01-09,36,46.55,46.55,-425.473
2019-01-09,37,46.5,46.5,-429.303
2019-01-09,38,46,46,-480.793
2019-01-09,39,51,51,-5.925
2019-01-09,40,80.05,80.05,245.254
2019-01-09,41,72,72,92.793
2019-01-09,42,72,72,3.874
2019-01-09,43,72.5,72.5,259.223
2019-01-09,44,49.1,49.1,-60.392
2019-01-09,45,48,48,-210.849
2019-01-09,46,46,46,-556.811
2019-01-09,47,43.02,43.02,-254.251
2019-01-09,48,69.5,69.5,194.611
2019-01-10,1,47.7,47.7,-137.651
2019-01-10,2,68.5,68.5,94.479
2019-01-10,3,67,67,90.117
2019-01-10,4,66.5,66.5,32.104
2019-01-10,5,69,69,24.706
2019-01-10,6,52.51,52.51,-72.985
2019-01-10,7,47,47,-215.172
2019-01-10,8,47,47,-255.375
2019-01-10,9,46.6,46.6,-187.65
2019-01-10,10,46.6,46.6,-319.319
2019-01-10,11,46.8,46.8,-13.187
2019-01-10,12,46.6,46.6,-147.637
2019-01-10,13,180,180,627.524
2019-01-10,14,80,80,312.629
2019-01-10,15,95,95,360.448
2019-01-10,16,79.68,79.68,181.81
2019-01-10,17,78.24,78.24,143.595
2019-01-10,18,78.24,78.24,184.402
2019-01-10,19,97,97,442.14
2019-01-10,20,97,97,393.39
2019-01-10,21,97,97,306.1
2019-01-10,22,94.5,94.5,247.716
2019-01-10,23,100,100,177.425
2019-01-10,24,100,100,371.689
2019-01-10,25,88.55964,88.55964,6.52
2019-01-10,26,92.85,92.85,112.781
2019-01-10,27,92.85,92.85,114.369
2019-01-10,28,91.5,91.5,15.793
2019-01-10,29,92.85,92.85,112.519
2019-01-10,30,92.85,92.85,47.77
2019-01-10,31,49.5,49.5,-255.548
2019-01-10,32,49.52,49.52,-101.51
2019-01-10,33,48.53,48.53,-503.62
2019-01-10,34,48.53,48.53,-653.022
2019-01-10,35,49.5,49.5,-118.796
2019-01-10,36,80,80,232.191
2019-01-10,37,91.5,91.5,202.45
2019-01-10,38,80,80,163.644
2019-01-10,39,49.6,49.6,-78.369
2019-01-10,40,49.1,49.1,-244.914
2019-01-10,41,49.1,49.1,-250.089
2019-01-10,42,48.55,48.55,-622.8
2019-01-10,43,48.53,48.53,-545.876
2019-01-10,44,48.55,48.55,-174.882
2019-01-10,45,47,47,-260.432
2019-01-10,46,41.95,41.95,-375.427
2019-01-10,47,40,40,-305.46
2019-01-10,48,41.95,41.95,-69.656
2019-01-11,1,45.08,45.08,-100.209
2019-01-11,2,68.1,68.1,85.54
2019-01-11,3,50.45,50.45,-31.104
2019-01-11,4,47.25,47.25,-205.667
2019-01-11,5,47.25,47.25,-152.86
2019-01-11,6,44.6,44.6,-241.292
2019-01-11,7,44.6,44.6,-253.173
2019-01-11,8,47.25,47.25,-158.043
2019-01-11,9,47,47,-185.411
2019-01-11,10,45.1,45.1,-466.788
2019-01-11,11,70,70,144.806
2019-01-11,12,70,70,125.773
2019-01-11,13,49.6,49.6,-11.885
2019-01-11,14,47,47,-441.23
2019-01-11,15,10,10,-656.217
2019-01-11,16,49,49,-233.316
2019-01-11,17,48.6,48.6,-314.528
2019-01-11,18,91.5,91.5,79.294
2019-01-11,19,92.85,92.85,156.466
2019-01-11,20,80,80,275.583
2019-01-11,21,80,80,413.483
2019-01-11,22,80,80,354.65
2019-01-11,23,80,80,292.667
2019-01-11,24,80,80,230.984
2019-01-11,25,45,45,-297.205
2019-01-11,26,48.6,48.6,-474.098
2019-01-11,27,33.1,33.1,-386.853
2019-01-11,28,49.66,49.66,-169.672
2019-01-11,29,80,80,141.411
2019-01-11,30,79.75,79.75,70.407
2019-01-11,31,79.95,79.95,195.496
2019-01-11,32,94.07,94.07,206.442
2019-01-11,33,49.66,49.66,-554.261
2019-01-11,34,50.1,50.1,-67.329
2019-01-11,35,50.1,50.1,-57.703
2019-01-11,36,49.8,49.8,-381.312
2019-01-11,37,49.9,49.9,-302.838
2019-01-11,38,50.2,50.2,-103.829
2019-01-11,39,50.1,50.1,-42.814
2019-01-11,40,78,78,83.545
2019-01-11,41,50.1,50.1,-19.88
2019-01-11,42,47.9,47.9,-674.445
2019-01-11,43,49.6,49.6,-219.908
2019-01-11,44,49.6,49.6,-169.971
2019-01-11,45,47.25,47.25,-239.516
2019-01-11,46,62.36,62.36,99.746
2019-01-11,47,42.8097,42.8097,-325.679
2019-01-11,48,70,70,133.365
2019-01-12,1,69.5,69.5,131.311
2019-01-12,2,67,67,74.633
2019-01-12,3,67,67,129.863
2019-01-12,4,41.4,41.4,-340.135
2019-01-12,5,45,45,-237.235
2019-01-12,6,42,42,-275.748
2019-01-12,7,42,42,-92.124
2019-01-12,8,45,45,-324.979
2019-01-12,9,34.79,34.79,-251.457
2019-01-12,10,10,10,-431.987
2019-01-12,11,40.91,40.91,-153.844
2019-01-12,12,65,65,37.725
2019-01-12,13,67.5,67.5,328.93
2019-01-12,14,66.5,66.5,48.619
2019-01-12,15,10,10,-304.045
2019-01-12,16,10,10,-785.84
2019-01-12,17,44.3,44.3,-366.031
2019-01-12,18,47,47,-216.106
2019-01-12,19,47,47,-181.527
2019-01-12,20,72,72,203.096
2019-01-12,21,48.23,48.23,-82.916
2019-01-12,22,47,47,-234.4
2019-01-12,23,45.2,45.2,-356.194
2019-01-12,24,45.2,45.2,-473.317
2019-01-12,25,69.9,69.9,278.714
2019-01-12,26,69,69,38.266
2019-01-12,27,50.96,50.96,-40.487
2019-01-12,28,47,47,-290.956
2019-01-12,29,46.11,46.11,-478.207
2019-01-12,30,46.11,46.11,-522.876
2019-01-12,31,55.18,55.18,-137.327
2019-01-12,32,68,68,4.986
2019-01-12,33,69,69,81.5
2019-01-12,34,98,98,294.591
2019-01-12,35,87.5,87.5,276.9
2019-01-12,36,98,98,301.092
2019-01-12,37,87.5,87.5,46.192
2019-01-12,38,65.68,65.68,-126.839
2019-01-12,39,82,82,39.288
2019-01-12,40,47,47,-289.938
2019-01-12,41,46.11,46.11,-533.981
2019-01-12,42,20,20,-510.415
2019-01-12,43,20,20,-271.945
2019-01-12,44,54.85,54.85,-535.308
2019-01-12,45,54.45,54.45,-110.033
2019-01-12,46,55.07,55.07,-37.265
2019-01-12,47,15,15,-234.289
2019-01-12,48,43.4,43.4,-177.511
2019-01-13,1,41.68,41.68,-159.193
2019-01-13,2,35.16,35.16,-66.862
2019-01-13,3,67.78,67.78,59.622
2019-01-13,4,32.59,32.59,-274.026
2019-01-13,5,28.96,28.96,-431.438
2019-01-13,6,25.99,25.99,-523.151
2019-01-13,7,19.04,19.04,-278.683
2019-01-13,8,30,30,-323.735
2019-01-13,9,17.41,17.41,-388.089
2019-01-13,10,17.11,17.11,-518.053
2019-01-13,11,19.33,19.33,-434.385
2019-01-13,12,20.22,20.22,-386.956
2019-01-13,13,20.56,20.56,-551.534
2019-01-13,14,22.67,22.67,-642.669
2019-01-13,15,30,30,-601.809
2019-01-13,16,60,60,-314.552
2019-01-13,17,37.72,37.72,-381.202
2019-01-13,18,67,67,65.715
2019-01-13,19,52,52,-307.151
2019-01-13,20,54.29,54.29,-37.56
2019-01-13,21,56.44,56.44,-139.501
2019-01-13,22,55.46,55.46,-215.282
2019-01-13,23,58.19,58.19,-179.929
2019-01-13,24,42,42,-76.847
2019-01-13,25,66,66,20.621
2019-01-13,26,67,67,46.928
2019-01-13,27,42,42,-49.235
2019-01-13,28,15,15,-193.75
2019-01-13,29,46.45,46.45,-10.7
2019-01-13,30,66.25,66.25,95.815
2019-01-13,31,66.25,66.25,44.945
2019-01-13,32,46.45,46.45,-39.494
2019-01-13,33,46.11,46.11,-450.807
2019-01-13,34,72,72,46.283
2019-01-13,35,82.9,82.9,146.49
2019-01-13,36,82.9,82.9,191.285
2019-01-13,37,47.25,47.25,-202.74
2019-01-13,38,47.25,47.25,-204.609
2019-01-13,39,47.25,47.25,-304.35
2019-01-13,40,47,47,-357.849
2019-01-13,41,47,47,-151.424
2019-01-13,42,47,47,-121.062
2019-01-13,43,46.12,46.12,-368.208
2019-01-13,44,46.12,46.12,-338.021
2019-01-13,45,45.1,45.1,-235.175
2019-01-13,46,40,40,-302.274
2019-01-13,47,45.5,45.5,-6.161
2019-01-13,48,45.2,45.2,-151.911
2019-01-14,1,49.95,49.95,1.113
2019-01-14,2,40,40,-85.255
2019-01-14,3,30.66,30.66,-197.405
2019-01-14,4,30,30,-392.28
2019-01-14,5,30,30,-440.938
2019-01-14,6,30,30,-508.6
2019-01-14,7,30,30,-507.249
2019-01-14,8,26,26,-555.374
2019-01-14,9,26,26,-419.876
2019-01-14,10,27.11,27.11,-228.159
2019-01-14,11,27.11,27.11,-241.974
2019-01-14,12,30.66,30.66,-241.384
2019-01-14,13,68,68,130.395
2019-01-14,14,68,68,43.596
2019-01-14,15,49.8,49.8,-106.614
2019-01-14,16,49.3,49.3,-185.549
2019-01-14,17,49.8,49.8,-141.932
2019-01-14,18,49.8,49.8,-230.38
2019-01-14,19,47.57,47.57,-550.593
2019-01-14,20,49.79933,49.79933,-264.94
2019-01-14,21,98,98,223.649
2019-01-14,22,98,98,194.331
2019-01-14,23,100,100,280.639
2019-01-14,24,145,145,221.791
2019-01-14,25,98,98,147.432
2019-01-14,26,85,85,41.724
2019-01-14,27,80,80,17.75
2019-01-14,28,49.5,49.5,-103.889
2019-01-14,29,49.06,49.06,-167.868
2019-01-14,30,50.05,50.05,-46.363
2019-01-14,31,51,51,-3.82
2019-01-14,32,51,51,-44.449
2019-01-14,33,49.06,49.06,-258.418
2019-01-14,34,109.9,109.9,198.18
2019-01-14,35,119.7,119.7,302.038
2019-01-14,36,119.7,119.7,188.427
2019-01-14,37,49.5,49.5,-65.335
2019-01-14,38,49.04,49.04,-229.769
2019-01-14,39,108.8,108.8,284.335
2019-01-14,40,49.1,49.1,-167.691
2019-01-14,41,49.05,49.05,-127.127
2019-01-14,42,28.5,28.5,-563.494
2019-01-14,43,68.9,68.9,20.554
2019-01-14,44,74,74,127.009
2019-01-14,45,68.9,68.9,12.062
2019-01-14,46,46.11,46.11,-57.247
2019-01-14,47,46.8,46.8,-160.388
2019-01-14,48,46.8,46.8,-190.397
2019-01-15,1,43.01,43.01,-499.53
2019-01-15,2,46.25,46.25,-264.328
2019-01-15,3,50.46,50.46,-194.383
2019-01-15,4,50.14,50.14,-209.765
2019-01-15,5,46.8,46.8,-88.001
2019-01-15,6,49.96,49.96,-52.353
2019-01-15,7,58,58,-139.669
2019-01-15,8,45.98,45.98,-353.296
2019-01-15,9,46.32,46.32,-401.492
2019-01-15,10,46.1,46.1,-389.297
2019-01-15,11,48.76,48.76,-138.567
2019-01-15,12,28.5,28.5,-518.352
2019-01-15,13,67.08,67.08,109.162
2019-01-15,14,67.08,67.08,122.047
2019-01-15,15,48.94,48.94,-37.608
2019-01-15,16,49,49,-114.243
2019-01-15,17,49,49,-12.076
2019-01-15,18,69.69,69.69,9.196
2019-01-15,19,80,80,5.858
